web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,date,content
"1571026451-3431","https://www.nytimes.com/search?query=John+Mccain","Trump: ‘I Was Never a Fan of John McCain’President Trump responded to a reporter’s question Tuesday about his recent attacks on the late Senator John McCain, who died of brain cancer last year.By The New York Times","https://www.nytimes.com/video/us/politics/100000006418106/trump-mccain-video.html?searchResultPosition=19","null","null","Diary of a Song","null",""
"1571026423-3310","https://www.nytimes.com/search?query=John+Mccain","John McCain on ImmigrationLess than 24 hours after a bill he had co-authored on immigration reform stalled in the Senate, Senator John McCain was on the stump discussing the issue.","https://www.nytimes.com/video/us/politics/1194817120381/john-mccain-on-immigration.html?searchResultPosition=30","null","null","How We Got Here","null",""
"1571026487-3677","https://www.nytimes.com/search?query=John+Mccain","What You Need to Know About the U.S.S. John S. McCainThe disclosure of a White House request to hide the Navy destroyer during President Trump’s state visit to Japan has turned the ship into a political symbol.By Alan BlinderPRINT EDITIONAbout the U.S.S. John S. McCain|May 31, 2019, Page A19","https://www.nytimes.com/2019/05/30/us/uss-mccain-navy-ship.html?searchResultPosition=7","What You Need to Know About the U.S.S. John S. McCain","null","","May 30, 2019","“The qualities that Senator McCain so passionately and effectively represented are what we wish to enshrine as a model for the children of our community,” Kristi Sandvik, the superintendent of schools, said last year."
"1571026484-3660","https://www.nytimes.com/search?query=John+Mccain","Acting Defense Chief Says He Wouldn’t Have Hidden McCain ShipThe acting secretary, Patrick Shanahan, who is facing a tough Senate confirmation battle, told reporters that “our business is to run military operations and not become politicized.”By Helene Cooper and Ben DooleyPRINT EDITIONU.S. Official Says He Disagrees With White House Move on McCain Ship|June 1, 2019, Page A12","https://www.nytimes.com/2019/05/31/world/asia/trump-mccain-ship.html?searchResultPosition=8","Acting Defense Chief Says He Wouldn’t Have Hidden McCain Ship","null","","May 31, 2019","Sailors near the base said they were aware of the dispute but had otherwise not given it much thought, partly because they were unsure of what had actually happened, but mostly because it was above their pay grade."
"1571026487-3664","https://www.nytimes.com/search?query=John+Mccain","What You Need to Know About the U.S.S. John S. McCainThe disclosure of a White House request to hide the Navy destroyer during President Trump’s state visit to Japan has turned the ship into a political symbol.By Alan BlinderPRINT EDITIONAbout the U.S.S. John S. McCain|May 31, 2019, Page A19","https://www.nytimes.com/2019/05/30/us/uss-mccain-navy-ship.html?searchResultPosition=7","What You Need to Know About the U.S.S. John S. McCain","null","","May 30, 2019","The White House’s request that the Navy hide a destroyer that honors Senator John McCain during President Trump’s recent trip to Japan has ignited a furor over how the administration, from the president down, has acted toward the Navy veteran and longtime Arizona lawmaker, who died in August 2018."
"1571026484-3647","https://www.nytimes.com/search?query=John+Mccain","Acting Defense Chief Says He Wouldn’t Have Hidden McCain ShipThe acting secretary, Patrick Shanahan, who is facing a tough Senate confirmation battle, told reporters that “our business is to run military operations and not become politicized.”By Helene Cooper and Ben DooleyPRINT EDITIONU.S. Official Says He Disagrees With White House Move on McCain Ship|June 1, 2019, Page A12","https://www.nytimes.com/2019/05/31/world/asia/trump-mccain-ship.html?searchResultPosition=8","Acting Defense Chief Says He Wouldn’t Have Hidden McCain Ship","null","","May 31, 2019","“Now, somebody did it because they thought I didn’t like him, O.K.?” Mr. Trump told reporters, referring to Mr. McCain. “They were well meaning, I will say. I didn’t know anything about it. I would never have done that.”"
"1571026451-3423","https://www.nytimes.com/search?query=John+Mccain","Trump: ‘I Was Never a Fan of John McCain’President Trump responded to a reporter’s question Tuesday about his recent attacks on the late Senator John McCain, who died of brain cancer last year.By The New York Times","https://www.nytimes.com/video/us/politics/100000006418106/trump-mccain-video.html?searchResultPosition=19","null","null","T Magazine","null",""
"1571026505-3747","https://www.nytimes.com/search?query=John+Mccain","Inside America’s Dysfunctional Trillion-Dollar Fighter-Jet ProgramThe F-35 was once the Pentagon’s high-profile problem child. Has it finally moved past its reputation of being an overhyped and underperforming warplane?By Valerie InsinnaPRINT EDITIONAugust 22, 2019","https://www.nytimes.com/2019/08/21/magazine/f35-joint-strike-fighter-program.html?searchResultPosition=2","Inside America’s Dysfunctional Trillion-Dollar Fighter-Jet Program","null","","null","On the morning of June 23, 2014, an F-35 burst into flames just moments before its pilot was set to take off on a routine training mission. He heard a loud bang and felt the engine slow as warning indicators began flashing “fire” and other alerts signaled that systems in the plane were shutting down. Witnesses at Eglin Air Force Base near Pensacola, Fla., reported seeing the pilot escape from the cockpit and run away from the fighter jet, which was engulfed in thick plumes of black smoke. It was the first major mishap involving a F-35 Joint Strike Fighter, and it couldn’t have happened at a worse time."
"1571026490-3691","https://www.nytimes.com/search?query=John+Mccain","Mulvaney Says McCain Ship Episode Is ‘Much Ado About Nothing’The White House again played down its directive to hide a Navy warship named after Senator John McCain as the Pentagon warned against politicizing the military.By Eric SchmittPRINT EDITIONMulvaney Dismisses Efforts to Hide a Warship From Trump|June 3, 2019, Page A12","https://www.nytimes.com/2019/06/02/us/politics/mulvaney-trump-mccain-ship.html?searchResultPosition=6","Mulvaney Says McCain Ship Episode Is ‘Much Ado About Nothing’","null","","June 2, 2019","In addition to Mr. McCain, the ship is named after his grandfather, John S. McCain Sr., a Navy admiral during World War II, and his father, John S. McCain Jr., an admiral in the Vietnam War era."
"1571026463-3491","https://www.nytimes.com/search?query=John+Mccain","John McCainJohn McCain responds to the results of the Iowa caucus. (NBC Video)","https://www.nytimes.com/video/us/politics/1194817101004/john-mccain.html?searchResultPosition=15","null","null","The Dispatch","null",""
"1571026426-3360","https://www.nytimes.com/search?query=John+Mccain","John McCain in ArizonaJohn McCain struck a conciliatory tone toward his Republican nomination rivals as he celebrated Super Tuesday victories. (Video: NBC News)","https://www.nytimes.com/video/us/politics/1194817113299/john-mccain-in-arizona.html?searchResultPosition=29","null","null","Contact Us","null",""
"1571026470-3537","https://www.nytimes.com/search?query=John+Mccain","The Essential John McCainThe senator illustrates what it is to be an honorable citizen.By David BrooksPRINT EDITIONThe Essential  John McCain|October 20, 2017, Page A25","https://www.nytimes.com/2017/10/19/opinion/the-essential-john-mccain.html?searchResultPosition=12","The Essential John McCain","null","","Oct. 19, 2017","Barbarism and vulgarity we have in profusion. Through his daily utterances, Trump is influencing the nation in powerful ways, but none would call it paideia. Few would say he is spreading a contagion that we’d like our children to catch."
"1571026423-3323","https://www.nytimes.com/search?query=John+Mccain","John McCain on ImmigrationLess than 24 hours after a bill he had co-authored on immigration reform stalled in the Senate, Senator John McCain was on the stump discussing the issue.","https://www.nytimes.com/video/us/politics/1194817120381/john-mccain-on-immigration.html?searchResultPosition=30","null","null","T Magazine","null",""
"1571026477-3571","https://www.nytimes.com/search?query=John+Mccain","‘I Wasn’t Involved’ in Effort to Hide U.S.S. McCain, Trump SaysPresident Trump told reporters on Thursday that he was not aware of efforts to hide a Navy destroyer named in part after the late Senator John McCain during his visit to Japan this week.By The Associated Press","https://www.nytimes.com/video/us/politics/100000006532473/trump-mccain-ship.html?searchResultPosition=10","null","null","Diary of a Song","null",""
"1571026490-3682","https://www.nytimes.com/search?query=John+Mccain","Mulvaney Says McCain Ship Episode Is ‘Much Ado About Nothing’The White House again played down its directive to hide a Navy warship named after Senator John McCain as the Pentagon warned against politicizing the military.By Eric SchmittPRINT EDITIONMulvaney Dismisses Efforts to Hide a Warship From Trump|June 3, 2019, Page A12","https://www.nytimes.com/2019/06/02/us/politics/mulvaney-trump-mccain-ship.html?searchResultPosition=6","Mulvaney Says McCain Ship Episode Is ‘Much Ado About Nothing’","null","","June 2, 2019","Mr. Mulvaney said that a young White House staff member, knowing of Mr. Trump’s animosity toward  Mr. McCain, most likely made the request to the Navy to block the warship from view. The Navy at first complied, placing a giant tarp over the name and then hiding it with a barge before senior admirals reversed the decision."
"1571026451-3421","https://www.nytimes.com/search?query=John+Mccain","Trump: ‘I Was Never a Fan of John McCain’President Trump responded to a reporter’s question Tuesday about his recent attacks on the late Senator John McCain, who died of brain cancer last year.By The New York Times","https://www.nytimes.com/video/us/politics/100000006418106/trump-mccain-video.html?searchResultPosition=19","null","null","How We Got Here","null",""
"1571026490-3692","https://www.nytimes.com/search?query=John+Mccain","Mulvaney Says McCain Ship Episode Is ‘Much Ado About Nothing’The White House again played down its directive to hide a Navy warship named after Senator John McCain as the Pentagon warned against politicizing the military.By Eric SchmittPRINT EDITIONMulvaney Dismisses Efforts to Hide a Warship From Trump|June 3, 2019, Page A12","https://www.nytimes.com/2019/06/02/us/politics/mulvaney-trump-mccain-ship.html?searchResultPosition=6","Mulvaney Says McCain Ship Episode Is ‘Much Ado About Nothing’","null","","June 2, 2019","Sailors aboard the McCain were not invited to hear Mr. Trump speak on a nearby amphibious assault ship, the Wasp, but sailors from other American warships at Yokosuka Naval Base in Japan were welcomed aboard."
"1571026505-3748","https://www.nytimes.com/search?query=John+Mccain","Inside America’s Dysfunctional Trillion-Dollar Fighter-Jet ProgramThe F-35 was once the Pentagon’s high-profile problem child. Has it finally moved past its reputation of being an overhyped and underperforming warplane?By Valerie InsinnaPRINT EDITIONAugust 22, 2019","https://www.nytimes.com/2019/08/21/magazine/f35-joint-strike-fighter-program.html?searchResultPosition=2","Inside America’s Dysfunctional Trillion-Dollar Fighter-Jet Program","null","","null","In less than a month, the F-35, America’s high-profile next-generation fighter jet, was poised to make its international debut in Britain at Farnborough Airshow, the second-largest event of its kind in the world. Officials from the Pentagon and the aircraft’s manufacturer, Lockheed Martin, had eagerly anticipated the opportunity to show off a working, flying F-35 after a decade of delays and spiraling cost overruns."
"1571026505-3766","https://www.nytimes.com/search?query=John+Mccain","Inside America’s Dysfunctional Trillion-Dollar Fighter-Jet ProgramThe F-35 was once the Pentagon’s high-profile problem child. Has it finally moved past its reputation of being an overhyped and underperforming warplane?By Valerie InsinnaPRINT EDITIONAugust 22, 2019","https://www.nytimes.com/2019/08/21/magazine/f35-joint-strike-fighter-program.html?searchResultPosition=2","Inside America’s Dysfunctional Trillion-Dollar Fighter-Jet Program","null","","null","Bogdan particularly worried that Lockheed had too much control of the government’s test flights. The company was allowed to manage the test program and had the power, for example, to defer more challenging tests until later. In past programs, the government had controlled testing and had aimed to find any difficult, high-priority problems early, so they could be addressed as soon as possible. Bogdan also argued that the Pentagon’s program office was not transparent enough in letting the military services know how their money was being spent. Because Lockheed was not required to report its financials in detail, the program office itself did not have a clear picture of exactly how much an F-35 truly cost and how the money was being used."
"1571026470-3531","https://www.nytimes.com/search?query=John+Mccain","The Essential John McCainThe senator illustrates what it is to be an honorable citizen.By David BrooksPRINT EDITIONThe Essential  John McCain|October 20, 2017, Page A25","https://www.nytimes.com/2017/10/19/opinion/the-essential-john-mccain.html?searchResultPosition=12","The Essential John McCain","null","","Oct. 19, 2017","These sorts of testimonies help weave a shared moral order, which is necessary to unite, guide and motivate a diverse country."
"1571026480-3623","https://www.nytimes.com/search?query=John+Mccain","Let’s Not Upset the President: The White House Tells the Navy to Hide the U.S.S. McCainThe request was an effort to keep Mr. McCain’s name out of photographs while Mr. Trump was at a naval base in Japan.By Mark Landler and Eileen SullivanPRINT EDITIONHiding Ship but Exposing Goal: Let’s Not Provoke the President|May 31, 2019, Page A1","https://www.nytimes.com/2019/05/30/us/politics/trump-mccain-ship.html?searchResultPosition=9","Let’s Not Upset the President: The White House Tells the Navy to Hide the U.S.S. McCain","null","","May 30, 2019","“John McCain killed health care for the Republican Party, and he killed health care for the nation,” Mr. Trump said, a reference to the late senator’s critical vote against the president’s health care proposal in July 2017."
"1571026459-3461","https://www.nytimes.com/search?query=John+Mccain","John McCainA video clip from ""In  the Silent Echo Chamber.""Sylvia Rupani-Smith","https://www.nytimes.com/video/multimedia/1194836856281/john-mccain.html?searchResultPosition=16","null","null","Magazine","null",""
"1571026480-3599","https://www.nytimes.com/search?query=John+Mccain","Let’s Not Upset the President: The White House Tells the Navy to Hide the U.S.S. McCainThe request was an effort to keep Mr. McCain’s name out of photographs while Mr. Trump was at a naval base in Japan.By Mark Landler and Eileen SullivanPRINT EDITIONHiding Ship but Exposing Goal: Let’s Not Provoke the President|May 31, 2019, Page A1","https://www.nytimes.com/2019/05/30/us/politics/trump-mccain-ship.html?searchResultPosition=9","Let’s Not Upset the President: The White House Tells the Navy to Hide the U.S.S. McCain","null","Mark Landler","May 30, 2019",""
"1571026505-3780","https://www.nytimes.com/search?query=John+Mccain","Inside America’s Dysfunctional Trillion-Dollar Fighter-Jet ProgramThe F-35 was once the Pentagon’s high-profile problem child. Has it finally moved past its reputation of being an overhyped and underperforming warplane?By Valerie InsinnaPRINT EDITIONAugust 22, 2019","https://www.nytimes.com/2019/08/21/magazine/f35-joint-strike-fighter-program.html?searchResultPosition=2","Inside America’s Dysfunctional Trillion-Dollar Fighter-Jet Program","null","","null","A major cause of F-35s sitting idle on the ground is a shortage of replacement parts. Lockheed and Defense Department officials have blamed each other for the problem, and there probably is plenty of fault to go around. The planes require a dizzying number of components sourced from different suppliers, and replacement parts are not getting to the flight line when they are needed. For instance, F-35s have encountered problems with the canopy, the glass enclosure that protects the cockpit, and jets can sometimes wait for a year to receive the necessary repair."
"1571026477-3580","https://www.nytimes.com/search?query=John+Mccain","‘I Wasn’t Involved’ in Effort to Hide U.S.S. McCain, Trump SaysPresident Trump told reporters on Thursday that he was not aware of efforts to hide a Navy destroyer named in part after the late Senator John McCain during his visit to Japan this week.By The Associated Press","https://www.nytimes.com/video/us/politics/100000006532473/trump-mccain-ship.html?searchResultPosition=10","null","null","Visual Investigations","null",""
"1571026433-3404","https://www.nytimes.com/search?query=John+Mccain","John McCain in DallasJohn McCain comments on the results from the March 4 primaries. (NBC Video)","https://www.nytimes.com/video/us/politics/1194817099103/john-mccain-in-dallas.html?searchResultPosition=26","null","null","Site Feedback","null",""
"1571026480-3613","https://www.nytimes.com/search?query=John+Mccain","Let’s Not Upset the President: The White House Tells the Navy to Hide the U.S.S. McCainThe request was an effort to keep Mr. McCain’s name out of photographs while Mr. Trump was at a naval base in Japan.By Mark Landler and Eileen SullivanPRINT EDITIONHiding Ship but Exposing Goal: Let’s Not Provoke the President|May 31, 2019, Page A1","https://www.nytimes.com/2019/05/30/us/politics/trump-mccain-ship.html?searchResultPosition=9","Let’s Not Upset the President: The White House Tells the Navy to Hide the U.S.S. McCain","null","","May 30, 2019","Mr. Trump is not the first president to politicize the military: George W. Bush famously landed on the deck of the aircraft carrier Abraham Lincoln and spoke to sailors under a banner proclaiming “Mission Accomplished” during the Iraq war. Nor is he the first president to nurse grudges: Richard M. Nixon once ordered a reference to the “Battle Hymn of the Republic” deleted from a speech because it was a “Kennedy song,” played at the funeral of Robert F. Kennedy."
