web-scraper-order,web-scraper-start-url,pages,pages-href,article_links,article_links-href,title,subtitle,author,date,content
"1574571847-25244","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Democratic debate: All eyes are on Pete Buttigieg, especially from skeptical black voters","https://www.usatoday.com/story/opinion/2019/11/20/democratic-debate-pete-buttigieg-campaign-black-voters-column/4249797002/","Democratic debate: All eyes are on Pete Buttigieg, especially from skeptical black voters","null","","null","“As our campaign has grown, we have brought all of our web development in-house to help guard against mistakes like this,"" Buttigieg's campaign said in a statement. ""We apologize for its use and the confusion it created.”"
"1574571775-24457","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","Roger Stone, a GOP operative and Trump ally, faces trial on accusations he lied to Congress","https://www.usatoday.com/story/news/politics/2019/11/05/roger-stone-donald-trump-ally-republican-operative-on-trial-wikileaks-russia-probe/2497663001/","Roger Stone, a GOP operative and Trump ally, faces trial on accusations he lied to Congress","null","","null","Stone  said privately and publicly that he had been in contact with WikiLeaks, though the group denied it. He claimed he communicated with WikiLeaks through Credico, whom Stone described as an intermediary to Assange, according to court records."
"1574571780-24628","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","Who is running for president in 2020? An interactive guide","https://www.usatoday.com/story/news/politics/elections/2019/03/23/election-2020-who-candidates-president/3210287002/","Who is running for president in 2020? An interactive guide","null","","null","Abrams' announcement to not run"
"1574571836-25036","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","As public impeachment hearings open, the surprise was that there was a surprise: Analysis","https://www.usatoday.com/story/news/politics/2019/11/13/impeachment-trump-public-testimony-kent-taylor-surprises/4178926002/","As public impeachment hearings open, the surprise was that there was a surprise: Analysis","null","","null","At the White House, where he was meeting with the Turkish President Recep Tayyip Erdogan, Trump dismissed the proceedings taking place at the other end of Pennsylvania Avenue."
"1574571910-25877","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","Could Chelsea Clinton run for a New York House seat?","https://www.usatoday.com/story/news/politics/2019/10/11/chelsea-clinton-make-run-nita-loweys-house-seat-2020/3946455002/","Could Chelsea Clinton run for a New York House seat?","null","","null","Swapna Venugopal Ramaswamy covers women and power for the USA Today Network Northeast. Write to her at svenugop@lohud.com"
"1574571775-24472","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","Roger Stone, a GOP operative and Trump ally, faces trial on accusations he lied to Congress","https://www.usatoday.com/story/news/politics/2019/11/05/roger-stone-donald-trump-ally-republican-operative-on-trial-wikileaks-russia-probe/2497663001/","Roger Stone, a GOP operative and Trump ally, faces trial on accusations he lied to Congress","null","","null","Prosecutors wanted to play a video clip from ""The Godfather"" at Stone's trial, but U.S. District Judge Amy Berman Jackson denied the government's request, ruling the clip would be prejudicial against Stone."
"1574571769-24391","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","Roger Stone found guilty of lying to Congress to protect Trump and his campaign","https://www.usatoday.com/story/news/politics/2019/11/15/roger-stone-jurors-deliver-verdict-trump-ally-trial-over-wikileaks/4187429002/","Roger Stone found guilty of lying to Congress to protect Trump and his campaign","null","","null","He's the latest Trump ally to be found guilty in cases sprouting from a special counsel's investigation into Russia's interference in the 2016 election."
"1574571769-24423","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","Roger Stone found guilty of lying to Congress to protect Trump and his campaign","https://www.usatoday.com/story/news/politics/2019/11/15/roger-stone-jurors-deliver-verdict-trump-ally-trial-over-wikileaks/4187429002/","Roger Stone found guilty of lying to Congress to protect Trump and his campaign","null","","null","Former national security adviser Michael Flynn pleaded guilty to making false statements to investigators about his contacts with a Russian ambassador. He has yet to be sentenced."
"1574571884-25592","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","Are most women who run for president unlikable? Asking is sexist, yet many voters agree.","https://www.usatoday.com/story/opinion/2019/11/12/most-women-2020-race-unlikable-sexist-question-ask-about-men-column/2558691001/","Are most women who run for president unlikable? Asking is sexist, yet many voters agree.","null","","null","Imagine, then, what other women might do."
"1574571756-24311","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=5","Not a single 2020 candidate is active on TikTok. What gives?","https://www.usatoday.com/story/opinion/2019/11/21/not-single-2020-candidate-tiktok-what-gives-column/4195329002/","Not a single 2020 candidate is active on TikTok. What gives?","null","","null","On TikTok, however, 60% of the app’s U.S. users are ages 16-24. If you want to reach young people, it’s clear: TikTok could soon be the place to be."
"1574571845-25211","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Democratic candidates traded barbs and attacks but agreed Trump should be impeached","https://www.usatoday.com/story/news/politics/elections/2019/11/20/democratic-debate-updates-joe-biden-elizabeth-warren-pete-buttigieg-sanders/4243241002/","Democratic candidates traded barbs and attacks but agreed Trump should be impeached","null","","null","POLITICO and PBS NewsHour are sponsoring the next debate on Dec. 19. The Democratic National Committee has been ratcheting up the fundraising and polling levels that candidates must achieve to participate."
"1574571783-24668","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","'Anonymous' author warns that Trump 'will not exit quietly,' even if defeated or impeached","https://www.usatoday.com/story/news/politics/2019/11/12/trump-anonymous-book-author-warning-civil-war/2575090001/","'Anonymous' author warns that Trump 'will not exit quietly,' even if defeated or impeached","null","","null","As the 2018 midterm elections approached, the book says, the White House counsel’s office began to develop a “contingency plan” to shield the administration if Democrats gained control of Congress, and with that the ability to launch investigations and issue subpoenas. New lawyers were hired and internal procedures revamped, the author writes."
"1574571908-25843","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","Chelsea Clinton says she won't run for Nita Lowey's New York House seat in 2020","https://www.usatoday.com/story/news/politics/elections/2019/10/16/chelsea-clinton-congress-nita-lowey-us-house-of-representatives/3998039002/","Chelsea Clinton says she won't run for Nita Lowey's New York House seat in 2020","null","","null","Clinton's parents have lived in the ritzy hamlet of Chappaqua in the Westchester part of the district since leaving the White House at the turn of the century."
"1574571890-25650","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","Obama at Elijah Cummings funeral: 'It falls on us to continue his work'","https://www.usatoday.com/story/news/politics/2019/10/25/live-elijah-cummings-funeral-coverage-barack-obama-bill-clinton-speak/4088642002/","Obama at Elijah Cummings funeral: 'It falls on us to continue his work'","null","","null","At a February hearing that featured testimony from President Donald Trump's ex-attorney Michael Cohen, Tlaib accused Meadows of a “racist” act by bringing a black Trump administration official to the hearing."
"1574571850-25259","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Justice Ruth Bader Ginsburg, a four-time cancer survivor, misses oral argument with stomach bug","https://www.usatoday.com/story/news/politics/2019/11/13/justice-ruth-bader-ginsburg-cancer-survivor-has-stomach-ailment/4179425002/","Justice Ruth Bader Ginsburg, a four-time cancer survivor, misses oral argument with stomach bug","null","","null","The lone statement issued by the court after her latest bout was upbeat. ""The tumor was treated definitively and there is no evidence of disease elsewhere in the body,"" it said. ""Justice Ginsburg will continue to have periodic blood tests and scans. No further treatment is needed at this time."""
"1574571884-25574","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","Are most women who run for president unlikable? Asking is sexist, yet many voters agree.","https://www.usatoday.com/story/opinion/2019/11/12/most-women-2020-race-unlikable-sexist-question-ask-about-men-column/2558691001/","Are most women who run for president unlikable? Asking is sexist, yet many voters agree.","null","","null","This presidential election, which comes during the centennial of women’s voting rights, has drawn a record number of women seeking a major-party nomination (now five, after Sen. Kirsten Gillibrand of New York ended her campaign). Yet we have one question —framed in the negative — that lumps them all together."
"1574571821-24904","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Is Georgia a swing state? Democrats think so, and some trends are on their side","https://www.usatoday.com/story/news/politics/elections/2019/11/20/democratic-debate-democrats-head-critical-battleground-state-georgia/2561953001/","Is Georgia a swing state? Democrats think so, and some trends are on their side","null","","null","""I can’t think of a better place to showcase the Democratic field in one of the most diverse cities in this critical battleground state,"" Perez said in a statement provided to USA TODAY."
"1574571745-24213","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=5","Still a chance? 2020 longshots insist race is up for grabs","https://www.usatoday.com/story/news/politics/elections/2019/11/11/election-2020-democratic-longshots-insists-race-up-grabs/2563095001/","Still a chance? 2020 longshots insist race is up for grabs","null","","null","Delaney explained his continued campaign with a ""why not?"" rationale. After millions spent and countless hours of time, ""it just seems kind of crazy for me to get out before the caucus,"" he said."
"1574571752-24290","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=5","Democratic debate: Here are the winners and losers from the November stage","https://www.usatoday.com/story/news/politics/elections/2019/11/20/democratic-debate-winners-and-losers-november-democratic-debate/4243270002/","Democratic debate: Here are the winners and losers from the November stage","null","","null","But it's a pivotal time in the race where candidates need to truly swim, and not just float. And the lack of speaking time could prove detrimental as the lower-polling candidates fight for attention."
"1574571882-25562","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","Don't follow the president's lead: Chanting 'lock him up' isn't OK.","https://www.usatoday.com/story/opinion/2019/10/29/donald-trump-chant-lock-him-up-world-series-clinton-column/2496026001/","Don't follow the president's lead: Chanting 'lock him up' isn't OK.","null","","null","That tweet was liked nearly 3,000 times."
"1574571852-25294","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","DOJ watchdog set to release report critical of FBI surveillance of Trump's campaign","https://www.usatoday.com/story/news/politics/2019/11/22/fisa-report-fbi-surveillance-trump-campaign-carter-page-doj-william-barr/1487079001/","DOJ watchdog set to release report critical of FBI surveillance of Trump's campaign","null","","null","""There was no conspiracy to unseat Mr. Trump or defeat him. There was no treason. There was no sedition,"" James Baker said in May. He's the FBI's former general counsel and oversaw the launch of the Russia investigation."
"1574571769-24424","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","Roger Stone found guilty of lying to Congress to protect Trump and his campaign","https://www.usatoday.com/story/news/politics/2019/11/15/roger-stone-jurors-deliver-verdict-trump-ally-trial-over-wikileaks/4187429002/","Roger Stone found guilty of lying to Congress to protect Trump and his campaign","null","","null","Michael Cohen, Trump's former personal attorney, is serving three years in prison after admitting he lied to Congress about plans to build a Trump Tower in Russia. Cohen admitted he was involved in schemes to buy the silence of two women who claimed to have had sexual relationships with Trump."
"1574571804-24817","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","President Trump's instincts on Ukraine have been bad, but he's right about one thing","https://www.usatoday.com/story/opinion/2019/11/14/president-trump-ukraine-hearings-impeachment-nato-column/2555946001/","President Trump's instincts on Ukraine have been bad, but he's right about one thing","null","","null","Unmask whistleblower:A fair, good faith impeachment of Donald Trump demands it"
"1574571831-25005","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Michael Bloomberg opens door to 2020 presidential campaign","https://www.usatoday.com/story/news/politics/elections/2019/11/07/michael-bloomberg-opens-door-running-president-2020/2523847001/","Michael Bloomberg opens door to 2020 presidential campaign","null","","null","Bloomberg's decision to reconsider suggests he shares the concerns of other Democrats who are increasingly worried about the former vice president's fundraising and messaging, particularly as Warren's popularity has risen. Although Warren is a favorite of liberals, some Democrats worry that she would struggle to appeal to moderates and Republicans who may be seeking an alternative to Trump."
"1574571873-25454","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","Twitter loves Hillary Clinton's 'epic' 'Truth Hurts' tweet: 'I just took a DNA test...'","https://www.usatoday.com/story/entertainment/celebrities/2019/08/21/twitter-stans-hillary-clintons-epic-truth-hurts-tweet-im-dead/2071011001/","Protecting, empowering and strengthening Indian Country","null","","null","Chelsea Clinton welcomes baby No. 3 and her parents are 'so thrilled'"
"1574571752-24256","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=5","Democratic debate: Here are the winners and losers from the November stage","https://www.usatoday.com/story/news/politics/elections/2019/11/20/democratic-debate-winners-and-losers-november-democratic-debate/4243270002/","Democratic debate: Here are the winners and losers from the November stage","null","","null","He's out:Wayne Messam ends long-shot bid for presidency"
"1574571908-25838","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","Chelsea Clinton says she won't run for Nita Lowey's New York House seat in 2020","https://www.usatoday.com/story/news/politics/elections/2019/10/16/chelsea-clinton-congress-nita-lowey-us-house-of-representatives/3998039002/","Chelsea Clinton says she won't run for Nita Lowey's New York House seat in 2020","null","","null","""I share that because I think it’s a question that shouldn’t just be asked of people whose last name is Clinton or Huntsman,"" she said, referring to co-host Abby Huntsman, the daughter of former Utah governor and U.S. Ambassador to Russia Jon Hunstman."
"1574571836-25032","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","As public impeachment hearings open, the surprise was that there was a surprise: Analysis","https://www.usatoday.com/story/news/politics/2019/11/13/impeachment-trump-public-testimony-kent-taylor-surprises/4178926002/","As public impeachment hearings open, the surprise was that there was a surprise: Analysis","null","","null","And it started the drum roll for Sondland's testimony before the committee, scheduled for next week."
"1574571845-25096","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Democratic candidates traded barbs and attacks but agreed Trump should be impeached","https://www.usatoday.com/story/news/politics/elections/2019/11/20/democratic-debate-updates-joe-biden-elizabeth-warren-pete-buttigieg-sanders/4243241002/","Democratic candidates traded barbs and attacks but agreed Trump should be impeached","null","","null","Buttigieg said that South Bend, Ind., might not look big to people in Washington. But, he added, “where we live, the infighting on Capitol Hill looks small.”"
"1574571860-25337","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","How much sway do past Democratic nominees have? Unless you're Barack Obama, not much.","https://www.usatoday.com/story/news/politics/elections/2019/11/01/obama-endorsement-influence-voters-clintons-less-so/4099794002/","How much sway do past Democratic nominees have? Unless you're Barack Obama, not much.","null","","null","""That would be very powerful,"" she said in a follow-up interview after being called in the survey."
"1574571862-25358","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Forget Donald Trump, Republicans. Save the GOP for the sake of your party's future.","https://www.usatoday.com/story/opinion/2019/10/17/forget-donald-trump-republicans-save-gop-future-editorials-debates/3979356002/","Forget Donald Trump, Republicans. Save the GOP for the sake of your party's future.","null","","null","►Concern for conflicts of interest? Not when the president selects one his own resorts to host the summit of the Group of Seven major industrial nations. (One can only imagine how Republican politicians and conservative media outlets would have reacted if a Democratic president had done the same.)"
"1574571890-25645","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","Obama at Elijah Cummings funeral: 'It falls on us to continue his work'","https://www.usatoday.com/story/news/politics/2019/10/25/live-elijah-cummings-funeral-coverage-barack-obama-bill-clinton-speak/4088642002/","Obama at Elijah Cummings funeral: 'It falls on us to continue his work'","null","","null","Former President Bill Clinton, who was impeached by a Republican House and saw his wife Hillary regularly slammed by GOP lawmakers, praised Cummings for being able to reach across the aisle when many in Congress do not."
"1574571845-25226","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Democratic candidates traded barbs and attacks but agreed Trump should be impeached","https://www.usatoday.com/story/news/politics/elections/2019/11/20/democratic-debate-updates-joe-biden-elizabeth-warren-pete-buttigieg-sanders/4243241002/","Democratic candidates traded barbs and attacks but agreed Trump should be impeached","null","","null","The $13 million he spent on advertising in the past month accounts for more than 50% of the total amount of advertising from all the candidates – including President Donald Trump, according to an analysis from the Wesleyan Media Project released Wednesday."
"1574571839-25054","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Dear news media, don't turn the 2020 Democratic debates into Trump-like Twitter fodder","https://www.usatoday.com/story/opinion/2019/10/10/democratic-debate-news-media-want-conflict-voters-want-change-column/2378485001/","Dear news media, don't turn the 2020 Democratic debates into Trump-like Twitter fodder","null","","null","Obviously, I watched. Like every other American with a conscience — a demographic I pray is growing, not shrinking — I want to carefully consider my other options for the presidency alongside the context of what is clearly at stake."
"1574571870-25422","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","'You don't want to be hot in November': When have recent caucus winners surged in Iowa?","https://www.usatoday.com/story/news/politics/elections/2019/11/22/iowa-caucuses-when-have-recent-caucus-winners-surged-polls/4270487002/","'You don't want to be hot in November': When have recent caucus winners surged in Iowa?","null","","null","The lead disappeared by the end of December, when he fell back to 12%. Gingrich was a distant fourth on caucus night."
"1574571806-24840","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","A flood of transcripts, a request for Bolton to appear. What's ahead in Week 7 of the impeachment inquiry","https://www.usatoday.com/story/news/politics/2019/11/04/trump-impeachment-inquiry-john-bolton-rick-perry-summoned-testify/4122007002/","A flood of transcripts, a request for Bolton to appear. What's ahead in Week 7 of the impeachment inquiry","null","","null","Fiona Hill, a former National Security Council senior director on Europe and Russia, testified that Bolton told her to contact Eisenberg after a July 10 meeting about Ukraine policy. Bolton said he wasn’t part of whatever deal was sought by Gordon Sondland, the U.S. ambassador to the European Union, and Mulvaney."
"1574571823-24941","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=3","Rep. Will Hurd: no proof Trump committed bribery, extortion. Top takeaways from impeachment hearings","https://www.usatoday.com/story/news/politics/2019/11/21/impeachment-hearings-takeaways-fiona-hill-holmes-testimonies/4255270002/","Rep. Will Hurd: no proof Trump committed bribery, extortion. Top takeaways from impeachment hearings","null","","null","For the next month, the White House meeting became ""a focus of our activities,"" Holmes said. ""To that end, we were working with the Ukrainians to deliver things we thought President Trump might care about, such as commercial deals benefiting the United States, which might convince President Trump to agree to a meeting with President Zelensky.”"
"1574571870-25406","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","'You don't want to be hot in November': When have recent caucus winners surged in Iowa?","https://www.usatoday.com/story/news/politics/elections/2019/11/22/iowa-caucuses-when-have-recent-caucus-winners-surged-polls/4270487002/","'You don't want to be hot in November': When have recent caucus winners surged in Iowa?","null","","null","That’s good news for South Bend, Indiana, Mayor Pete Buttigieg, who jumped 16 percentage points from September to lead the pack in November’s Des Moines Register/CNN/Mediacom Iowa Poll, conducted by Selzer & Co. He is the first choice of 25% of likely Democratic caucusgoers."
"1574571794-24741","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=4","Overstock.com CEO resigns after speaking of 'Deep State,' investigations of Trump, Clinton","https://www.usatoday.com/story/money/2019/08/22/overstock-ceo-resigns-after-saying-he-helped-political-investigations/2087303001/","Overstock.com CEO resigns after speaking of 'Deep State,' investigations of Trump, Clinton","null","","null","Serena Williams talks about domestic violence:Serena Williams talks about the signs of financial abuse in new PSA"
"1574571720-23956","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=5","Opinion: President Donald Trump's World Series visit may be his last – for good reason","https://www.usatoday.com/story/sports/columnist/brennan/2019/10/27/president-donald-trump-world-series-visit/2482303001/","Opinion: President Donald Trump's World Series visit may be his last – for good reason","null","","null","As the fourth inning began, hundreds lustily chanted “Lock him up” at Trump, mimicking the omnipresent chants Trump supporters directed at Democratic presidential candidate Hillary Clinton in 2016."
"1574571897-25787","https://www.usatoday.com/search/?q=hillary%20clinton","","https://www.usatoday.com/search/?q=hillary%20clinton&page=2","'Sometimes, divorce is necessary.' Fight for LGBTQ inclusion may finally split United Methodists","https://www.usatoday.com/story/news/nation/2019/11/22/united-methodist-church-progressive-conservative-split-lgbtq/4233406002/","'Sometimes, divorce is necessary.' Fight for LGBTQ inclusion may finally split United Methodists","null","","null","An hour south of Portland in Salem, Oregon, the Rev. Wendy Woodworth has been the pastor at Morningside United Methodist Churchsince 2013. Woodworth, 56, who identifies as part of the LGBTQ community, spentmost of her life closeted, a walking, talking example of a “don’t ask, don’t tell” lifestyle."
