web-scraper-order,web-scraper-start-url,article_links,article_links-href,title,subtitle,author,date,content,
"1575050782-66001","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=11","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","https://www.foxnews.com/politics/michelle-obama-calls-barack-the-good-parent-slams-trump-supporters-for-going-fun-route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","Jennifer Earl","April 6, 2018","","null"
"1575050537-65625","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=40","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","https://www.foxnews.com/politics/mattis-slams-obama-biden-for-ignoring-reality-in-iraq-leading-to-rise-of-isis","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","","September 3","""He exuded the confidence of a man whose mind was made up, perhaps even indifferent to considering the consequences were he judging the situation incorrectly,"" Mattis concluded.","null"
"1575050835-66095","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=4","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","https://www.foxnews.com/politics/rep-ilhan-omar-slams-barack-obamas-message-of-hope-and-change-as-a-mirage","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","","March 8","DEM FROSH TURN TABLES ON ANTI-SEMITISM REBUKE, SHIFT SPOTLIGHT TO ISLAMOPHOBIA AND AIPAC POWER","null"
"1575050857-66118","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=1","Barack Obama still believes Biden would be 'an excellent president' amid inappropriate touching allegations: report","https://www.foxnews.com/politics/barack-obama-still-believes-biden-would-be-an-excellent-president-amid-inappropriate-touching-allegations-report","Barack Obama still believes Biden would be 'an excellent president' amid inappropriate touching allegations: report","Barack Obama still believes Biden would be 'an excellent president' amid inappropriate touching allegations: report","","April 5","“He's spent an infinite amount of time talking about his character, and they remain in touch and good friends,” a source close to the former president said, The Hill reported.","null"
"1575050499-65561","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=44","Biden faces protestors at NH campaign event over Obama-era deportations","https://www.foxnews.com/politics/biden-faces-protestors-at-nh-campaign-event-over-obama-era-deportations","Biden faces protestors at NH campaign event over Obama-era deportations","Biden faces protestors at NH campaign event over Obama-era deportations","","July 12","Shumaker explained the most people are ""interested in some of the newer names and what the excitement is and they want to go see them. But literally everybody I know is still shopping. Nobody’s buying yet.""","null"
"1575050651-65852","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=24","Jan Brewer slams media ‘hypocrites’ for praising Pelosi finger-pointing, scolding her for pointing at Obama","https://www.foxnews.com/politics/jan-brewer-slams-media-hypocrites-for-praising-pelosi-finger-pointing-after-scolding-her-for-doing-the-same-to-obama","Jan Brewer slams media ‘hypocrites’ for praising Pelosi finger-pointing, scolding her for pointing at Obama","Jan Brewer slams media ‘hypocrites’ for praising Pelosi finger-pointing, scolding her for pointing at Obama","","October 18","“I was vilified as rude and racist. Such Hypocrites!” Brewer said.","null"
"1575050489-65498","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=45","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","https://www.foxnews.com/politics/biden-targets-trump-jabs-at-2020-rivals-over-medicare-for-all","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","","August 23","Reacting to Trump’s comments during a news conference this week – when he said “I am the chosen one” – Biden imitated the president, saying, “I am the savior.”","null"
"1575050775-65990","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=12","Trump reverses Obama-era policy against faith-based adoption agencies","https://www.foxnews.com/politics/trump-reverses-obama-era-policy-against-faith-based-adoption-agencies","Trump reverses Obama-era policy against faith-based adoption agencies","Trump reverses Obama-era policy against faith-based adoption agencies","","November 4","Moore points to the city of Philadelphia barring Catholic Social Services from placing children in homes in March 2018 because of the Catholic Church's teaching on marriage, and Michigan's Attorney General Dana Nessel citing the rule when attempting to cancel a state-approved foster care and adoption services contract with St. Vincent Catholic Charities.","null"
"1575050767-65967","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=13","Obama gets political again, launches initiative to fight gerrymandering","https://www.foxnews.com/politics/obama-gets-political-again-launches-initiative-to-fight-gerrymandering","Obama gets political again, launches initiative to fight gerrymandering","Obama gets political again, launches initiative to fight gerrymandering","","August 27","SUPREME COURT SAYS FEDERAL JUDGES HAVE NO ROLE IN POLICING GERRYMANDERING, LEAVING POLITICAL MAPS IN PLACE","null"
"1575050752-65938","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=15","Obama sounds off on cancel culture, 'woke' purity: 'That's not activism'","https://www.foxnews.com/politics/obama-sounds-off-on-cancel-culture-woke-purity-thats-not-activism","Obama sounds off on cancel culture, 'woke' purity: 'That's not activism'","Obama sounds off on cancel culture, 'woke' purity: 'That's not activism'","","October 30","Obama specifically noted that a trend he sees on college campuses could do more harm than good, suggesting young people are focusing more on casting judgment on others than advancing positive change.","null"
"1575050815-66067","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=7","Ingraham: Is Team Obama behind Harris' surge?","https://www.foxnews.com/politics/ingraham-is-team-obama-behind-sen-harris-surge","Ingraham: Is Team Obama behind Harris' surge?","Ingraham: Is Team Obama behind Harris' surge?","","July 9","It has been widely reported that the former president made it a point not to come out and support any of the Democratic candidates during the primaries. His former vice president, Joe Biden, has said he requested that his former boss not endorse him to be fair to other candidates.","null"
"1575050644-65828","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=25","Dems who praised Obama for troop withdrawal now highly critical of Trump","https://www.foxnews.com/politics/dems-who-praised-obama-for-troop-withdrawal-now-highly-critical-of-trump","Dems who praised Obama for troop withdrawal now highly critical of Trump","Dems who praised Obama for troop withdrawal now highly critical of Trump","","October 17","DEMS STORM OUT OF SYRIA MEETING WITH TRUMP: 'WE HAVE TO PRAY FOR HIS HEALTH'","null"
"1575050857-66122","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=1","Barack Obama still believes Biden would be 'an excellent president' amid inappropriate touching allegations: report","https://www.foxnews.com/politics/barack-obama-still-believes-biden-would-be-an-excellent-president-amid-inappropriate-touching-allegations-report","Barack Obama still believes Biden would be 'an excellent president' amid inappropriate touching allegations: report","Barack Obama still believes Biden would be 'an excellent president' amid inappropriate touching allegations: report","","April 5","“And Joe Biden would be the first to tell you that he'll have to earn the nomination on his own.”","null"
"1575050537-65632","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=40","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","https://www.foxnews.com/politics/mattis-slams-obama-biden-for-ignoring-reality-in-iraq-leading-to-rise-of-isis","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","","September 3","The Washington Post's fact-checker has noted that Biden has preferred not to mention on the campaign trail the troops' eventual return to Iraq under his watch.","null"
"1575050517-65577","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=42","Obama warns Dem freshmen on cost of their proposals","https://www.foxnews.com/politics/obama-warns-dem-freshmen-on-cost-of-their-proposals","Obama warns Dem freshmen on cost of their proposals","Obama warns Dem freshmen on cost of their proposals","","March 26","Obama, who has largely stayed out of the public eye since leaving office, encouraged a group of freshman Democrats to continue to pursue “bold” ideas, according to The Washington Post, but also to home in on the details of funding them.","null"
"1575050452-65435","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=49","Sanders campaign co-chair says Biden 'regretted' Obama assassination comment","https://www.foxnews.com/politics/sanders-campaign-biden-regretted-obama-assassination-comment","Sanders campaign co-chair says Biden 'regretted' Obama assassination comment","Sanders campaign co-chair says Biden 'regretted' Obama assassination comment","","August 25","“My two political heroes were Martin Luther King [Jr.] and Bobby Kennedy. My senior semester, they were both shot and killed,” Biden said while stumping in New Hampshire. “Imagine what would have happened if, God forbid, Barack Obama had been assassinated after becoming the de facto nominee. What would have happened in America?”","null"
"1575050705-65883","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=21","Obama takes veiled shot at Warren and Sanders, warns 2020 Dems Americans don’t want to ‘tear down the system’","https://www.foxnews.com/politics/obama-warns-2020-democrats-warren-sanders","Obama takes veiled shot at Warren and Sanders, warns 2020 Dems Americans don’t want to ‘tear down the system’","Obama takes veiled shot at Warren and Sanders, warns 2020 Dems Americans don’t want to ‘tear down the system’","","November 16","The two-term Democratic president made the remarks at a gathering of the Democracy Alliance, a group of wealthy Democratic donors. He was interviewed by Stacey Abrams, who lost Georgia’s gubernatorial race last year.","null"
"1575050835-66087","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=4","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","https://www.foxnews.com/politics/rep-ilhan-omar-slams-barack-obamas-message-of-hope-and-change-as-a-mirage","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","","March 8","Omar, D-Minn., took aim at the president's famed slogan, while further criticizing the Democratic Party for “perpetuating the status quo,” in the interview with Politico.","null"
"1575050815-66076","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=7","Ingraham: Is Team Obama behind Harris' surge?","https://www.foxnews.com/politics/ingraham-is-team-obama-behind-sen-harris-surge","Ingraham: Is Team Obama behind Harris' surge?","Ingraham: Is Team Obama behind Harris' surge?","","July 9","Ingraham blasted Harris' $100 billion housing plan that will fund down payments and closing costs African-Americans calling it ""racial pandering"" and asking about the wealth gap for Hispanics and Native Americans.","null"
"1575050636-65816","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=26","Trump blames Obama administration for bad White House air conditioning","https://www.foxnews.com/politics/trump-blames-obama-administration-white-house-air-conditioning","Trump blames Obama administration for bad White House air conditioning","Trump blames Obama administration for bad White House air conditioning","","July 27","“It's a disgrace. We want to find out what happened with the last Democrat president. Let's look into Obama the way they've looked at me from day one,” he said. “They've looked into everything that we've done.”","null"
"1575050752-65944","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=15","Obama sounds off on cancel culture, 'woke' purity: 'That's not activism'","https://www.foxnews.com/politics/obama-sounds-off-on-cancel-culture-woke-purity-thats-not-activism","Obama sounds off on cancel culture, 'woke' purity: 'That's not activism'","Obama sounds off on cancel culture, 'woke' purity: 'That's not activism'","","October 30","“But maybe if I show up every day as a human, a good human, doing wonderful things, loving my family, loving our kids, taking care of things that I care about — maybe, just maybe that work will pick away at the scabs of our discrimination. Maybe that will slowly unravel it.”","null"
"1575050760-65962","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=14","Obama warned he would intervene to stop Bernie, had cutting words for Biden: report","https://www.foxnews.com/politics/obama-warned-he-would-intervene-to-stop-bernie-from-winning-nomination-report","Obama warned he would intervene to stop Bernie, had cutting words for Biden: report","Obama warned he would intervene to stop Bernie, had cutting words for Biden: report","","3 days ago","Biden says he never sought Obama's endorsement.","null"
"1575050782-66002","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=11","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","https://www.foxnews.com/politics/michelle-obama-calls-barack-the-good-parent-slams-trump-supporters-for-going-fun-route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","","April 6, 2018","Former first lady Michelle Obama got political during a chat at a women's leadership conference Thursday, likening her husband's presidency to having ""the good parent at home"" opposed to what she called the ""other parent,"" referring to President Trump.","null"
"1575050527-65607","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=41","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","https://www.foxnews.com/politics/trump-biden-big-secret-obama-endorsement","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","","June 24","Trump and Biden repeatedly have traded blows since the former vice president entered the 2020 race, with the president frequently dismissing his potential opponent as “sleepy”.","null"
"1575050806-66048","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=8","Texas woman who mailed Obama explosive gets 10-year sentence","https://www.foxnews.com/politics/barack-obama-greg-abbott-explosive-devices-mailed","Texas woman who mailed Obama explosive gets 10-year sentence","Texas woman who mailed Obama explosive gets 10-year sentence","","November 19","After conferring with her attorney, Poff apologized.","null"
"1575050775-66000","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=12","Trump reverses Obama-era policy against faith-based adoption agencies","https://www.foxnews.com/politics/trump-reverses-obama-era-policy-against-faith-based-adoption-agencies","Trump reverses Obama-era policy against faith-based adoption agencies","Trump reverses Obama-era policy against faith-based adoption agencies","","November 4","The Associated Press contributed to this report.","null"
"1575050537-65614","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=40","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","https://www.foxnews.com/politics/mattis-slams-obama-biden-for-ignoring-reality-in-iraq-leading-to-rise-of-isis","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","","September 3","The book, ""Call Sign Chaos: Learning to Lead,"" co-written with Bing West, does not delve into Mattis' discussions with President Trump. Mattis, speaking to ""Fox & Friends"" on Tuesday, said only that he did not have a ""tense"" relationship with the president.","null"
"1575050857-66119","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=1","Barack Obama still believes Biden would be 'an excellent president' amid inappropriate touching allegations: report","https://www.foxnews.com/politics/barack-obama-still-believes-biden-would-be-an-excellent-president-amid-inappropriate-touching-allegations-report","Barack Obama still believes Biden would be 'an excellent president' amid inappropriate touching allegations: report","Barack Obama still believes Biden would be 'an excellent president' amid inappropriate touching allegations: report","","April 5","STACEY ABRAMS DEFENDS BIDEN AMID ALLEGATIONS, SAYS 'PERFECTION' CAN'T BE 'LITMUS TEST,' PEOPLE SHOULD 'FORGIVE'","null"
"1575050614-65779","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=29","Trump says Obama 'hiding' from questions about Bidens and Ukraine: 'I think he knows all about it'","https://www.foxnews.com/politics/trump-judge-jeanine-impeachment-ukraine-obama","Trump says Obama 'hiding' from questions about Bidens and Ukraine: 'I think he knows all about it'","Trump says Obama 'hiding' from questions about Bidens and Ukraine: 'I think he knows all about it'","","October 12","On Saturday, Trump again referred to the impeachment inquiry as a ""hoax"" and ""so bad for our country,"" adding that he released a memorandum of the conversation with Zelensky to show it was a ""perfectly fine call.""","null"
"1575050775-65985","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=12","Trump reverses Obama-era policy against faith-based adoption agencies","https://www.foxnews.com/politics/trump-reverses-obama-era-policy-against-faith-based-adoption-agencies","Trump reverses Obama-era policy against faith-based adoption agencies","Trump reverses Obama-era policy against faith-based adoption agencies","","November 4","The new rule, proposed Thursday, reverses regulations under the Obama administration that required religious organizations to get a waiver in order to apply for an HHS grant, unless they include sexual orientation as a protected trait under anti-discrimination protections.","null"
"1575050661-65862","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=23","Biden defends son, downplays lack of Obama endorsement in tough ’60 Minutes’ interview","https://www.foxnews.com/politics/in-tough-60-minutes-interview-biden-defends-son-downplays-lack-of-obama-endorsement","Biden defends son, downplays lack of Obama endorsement in tough ’60 Minutes’ interview","Biden defends son, downplays lack of Obama endorsement in tough ’60 Minutes’ interview","","October 28","""I want to earn this on my own,"" he stressed.","null"
"1575050661-65854","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=23","Biden defends son, downplays lack of Obama endorsement in tough ’60 Minutes’ interview","https://www.foxnews.com/politics/in-tough-60-minutes-interview-biden-defends-son-downplays-lack-of-obama-endorsement","Biden defends son, downplays lack of Obama endorsement in tough ’60 Minutes’ interview","Biden defends son, downplays lack of Obama endorsement in tough ’60 Minutes’ interview","","October 28","Joe Biden insisted he’s still the front-runner in the Democratic presidential nomination race, downplayed the lack of an endorsement by former President Barack Obama, defended his son’s actions in Ukraine, and called President Trump an “idiot,” as he faced tough questions during an interview broadcast Sunday night on ""60 Minutes.""","null"
"1575050461-65444","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=48","Former Obama top official defends migrant detention centers, says 'cages' not invented when Trump took office","https://www.foxnews.com/politics/jeh-johnson-obama-trump-migrant-detention","Former Obama top official defends migrant detention centers, says 'cages' not invented when Trump took office","Former Obama top official defends migrant detention centers, says 'cages' not invented when Trump took office","","July 2","Johnson made those comments at the Aspen Ideas Festival on Friday after Congress passed a massive spending package designed to help improve conditions at migrant holding facilities.","null"
"1575050537-65637","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=40","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","https://www.foxnews.com/politics/mattis-slams-obama-biden-for-ignoring-reality-in-iraq-leading-to-rise-of-isis","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","","September 3","“In December 2012, I received an unauthorized phone call telling me that in an hour, the Pentagon would be announcing my relief,” Mattis said. ""I was leaving a region aflame and in disarray. The lack of an integrated regional strategy had left us adrift, and our friends confused. We were offering no leadership or direction. I left my post deeply disturbed that we had shaken our friends’ confidence and created vacuums that our adversaries would exploit.”","null"
"1575050607-65764","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=30","Julián Castro: Obama had 'compassion' for immigrants, Trump does not","https://www.foxnews.com/politics/julian-castro-obama-trump-immigrants","Julián Castro: Obama had 'compassion' for immigrants, Trump does not","Julián Castro: Obama had 'compassion' for immigrants, Trump does not","","June 13","2020 DEM JULIAN CASTRO CALLS FOR ILLEGAL IMMIGRATION TO BE TREATED AS CIVIL, NOT CRIMINAL, OFFENSE","null"
"1575050557-65672","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=38","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","https://www.foxnews.com/politics/greg-craig-former-obama-white-house-counsel-found-not-guilty-of-false-statements-over-ukraine-work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","","September 4","WHY DID MICHAEL FLYNN FIRE ALL HIS LAWYERS?","null"
"1575050499-65558","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=44","Biden faces protestors at NH campaign event over Obama-era deportations","https://www.foxnews.com/politics/biden-faces-protestors-at-nh-campaign-event-over-obama-era-deportations","Biden faces protestors at NH campaign event over Obama-era deportations","Biden faces protestors at NH campaign event over Obama-era deportations","","July 12","CLICK HERE TO GET THE FOX NEWS APP","null"
"1575050499-65536","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=44","Biden faces protestors at NH campaign event over Obama-era deportations","https://www.foxnews.com/politics/biden-faces-protestors-at-nh-campaign-event-over-obama-era-deportations","Biden faces protestors at NH campaign event over Obama-era deportations","Biden faces protestors at NH campaign event over Obama-era deportations","","July 12","She added that “we need a person who’s going to champion issues like Medicare for all, free college for all, and the Green New Deal, that are going to save my generation’s life and we don’t believe Joe Biden is the person to do that.”","null"
"1575050557-65664","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=38","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","https://www.foxnews.com/politics/greg-craig-former-obama-white-house-counsel-found-not-guilty-of-false-statements-over-ukraine-work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","","September 4","""He walked up to the line and may very well have crossed it,"" another juror said.","null"
"1575050593-65737","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=32","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","https://www.foxnews.com/politics/clinton-obama-silent-on-ed-buck-donations-after-dem-megadonors-sudden-arrest","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","","September 18","“I am deeply disturbed by the latest revelations of a second death by overdose at the home of Ed Buck,” California Democratic Rep. Ted Lieu said in January, announcing plans to donate more than $18,000 in contributions to civil rights charities.","null"
"1575050499-65547","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=44","Biden faces protestors at NH campaign event over Obama-era deportations","https://www.foxnews.com/politics/biden-faces-protestors-at-nh-campaign-event-over-obama-era-deportations","Biden faces protestors at NH campaign event over Obama-era deportations","Biden faces protestors at NH campaign event over Obama-era deportations","","July 12","“Somehow the idea we are able to cooperate with the other side is considered naïve,” he lamented.","null"
"1575050844-66113","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=3","Barack Obama post-presidency","https://www.foxnews.com/politics/barack-obama-post-presidency","Barack Obama post-presidency","Barack Obama post-presidency","","null","","null"
"1575050835-66098","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=4","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","https://www.foxnews.com/politics/rep-ilhan-omar-slams-barack-obamas-message-of-hope-and-change-as-a-mirage","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","","March 8","The result was a broad rebuke of bigotry, including anti-Semitism as well as “anti-Muslim discrimination and bigotry against minorities” perpetrated by white supremacists and others. The resolution condemned “dual loyalty” accusations, but did not mention Omar by name.","null"
"1575050760-65956","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=14","Obama warned he would intervene to stop Bernie, had cutting words for Biden: report","https://www.foxnews.com/politics/obama-warned-he-would-intervene-to-stop-bernie-from-winning-nomination-report","Obama warned he would intervene to stop Bernie, had cutting words for Biden: report","Obama warned he would intervene to stop Bernie, had cutting words for Biden: report","","3 days ago","CLICK HERE TO GET THE FOX NEWS APP","null"
"1575050782-66004","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=11","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","https://www.foxnews.com/politics/michelle-obama-calls-barack-the-good-parent-slams-trump-supporters-for-going-fun-route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","","April 6, 2018","Obama suggested those who voted for Trump did so because they thought it'd be ""fun.""","null"
"1575050782-66006","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=11","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","https://www.foxnews.com/politics/michelle-obama-calls-barack-the-good-parent-slams-trump-supporters-for-going-fun-route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","","April 6, 2018","Earlier, the 54-year-old said her husband was ""born"" with patience and applauded his temperament.","null"
"1575050752-65939","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=15","Obama sounds off on cancel culture, 'woke' purity: 'That's not activism'","https://www.foxnews.com/politics/obama-sounds-off-on-cancel-culture-woke-purity-thats-not-activism","Obama sounds off on cancel culture, 'woke' purity: 'That's not activism'","Obama sounds off on cancel culture, 'woke' purity: 'That's not activism'","","October 30","“One danger I see among young people, particularly on college campuses,” he continued, “I do get a sense sometimes now among certain young people -- and this is accelerated by social media – there is this sense sometimes of the way of me making change is to be as judgmental as possible about other people, and that’s enough. Like, if I tweet or hashtag about how you didn’t do something right or use the wrong verb, then I can feel pretty good about myself, ‘cause man did you see how woke I was? I called you out.'","null"
"1575050806-66050","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=8","Texas woman who mailed Obama explosive gets 10-year sentence","https://www.foxnews.com/politics/barack-obama-greg-abbott-explosive-devices-mailed","Texas woman who mailed Obama explosive gets 10-year sentence","Texas woman who mailed Obama explosive gets 10-year sentence","","November 19","TEXAS KIDS PLAYING 'HIDE AND SEEK' FIND A BODY","null"
"1575050547-65646","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=39","Both sides make closing arguments in trial of ex-Obama White House lawyer Greg Craig","https://www.foxnews.com/politics/greg-craig-obama-trial-closing-arguments-ukraine","Both sides make closing arguments in trial of ex-Obama White House lawyer Greg Craig","Both sides make closing arguments in trial of ex-Obama White House lawyer Greg Craig","","September 3","""Did he really have a motive to lie and impugn his own reputation?"" Murphy asked. ""He had no motive to lie and he didn't lie.""","null"
"1575050815-66075","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=7","Ingraham: Is Team Obama behind Harris' surge?","https://www.foxnews.com/politics/ingraham-is-team-obama-behind-sen-harris-surge","Ingraham: Is Team Obama behind Harris' surge?","Ingraham: Is Team Obama behind Harris' surge?","","July 9","CLICK TO GET THE FOX NEWS APP","null"
"1575050815-66066","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=7","Ingraham: Is Team Obama behind Harris' surge?","https://www.foxnews.com/politics/ingraham-is-team-obama-behind-sen-harris-surge","Ingraham: Is Team Obama behind Harris' surge?","Ingraham: Is Team Obama behind Harris' surge?","","July 9","Fox News' Laura Ingraham believes so and she made her case Monday night on ""The Ingraham Angle.""","null"
