web-scraper-order,web-scraper-start-url,article_links,article_links-href,title,subtitle,author,date,content,
"1575050163-65099","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=19","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","https://www.foxnews.com/politics/mcconnell-if-trump-impeachment-trial-were-held-today-it-would-not-lead-to-a-removal","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","","November 5","Neither of the last two presidents to face impeachment – Richard Nixon and Bill Clinton – were removed from office. Nixon resigned from office before he could face impeachment, while Clinton was impeached by the House but was acquitted by the Senate.","null"
"1575049951-64729","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=45","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","https://www.foxnews.com/politics/mcconnell-modern-day-mccarthyisim-feckless-obama-policies-washington-post-russian-asset","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","","July 29","""In 2012, I firmly supported sweeping legislation to authorize heavy sanctions following the killing of Sergei Magnitsky in a Russian prison. The Obama administration flinched and tried to tiptoe around our legislation to avoid messing up their charm offensive, but we backed them into a corner and the president signed the bill into law.""","null"
"1575050240-65260","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=10","Mitch McConnell slammed by author Ta-Nehisi Coates over slavery reparations","https://www.foxnews.com/politics/mitch-mcconnell-slammed-by-ta-nehisi-coates-repreations","Mitch McConnell slammed by author Ta-Nehisi Coates over slavery reparations","Mitch McConnell slammed by author Ta-Nehisi Coates over slavery reparations","","June 19","""He was alive for the redlining of Chicago and the looting of black homeowners of some $4 billion. Victims of their plunder are very much alive today. I am sure they'd love a word with the majority leader. What they know, what this committee must know, is that while emancipation dead-bolted the door against the bandits of America, Jim Crow wedged the windows wide-open.""","null"
"1575050035-64866","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=35","McConnell vows to be 'grim reaper' of socialist Dem proposals","https://www.foxnews.com/politics/mcconnell-vows-to-be-grim-reaper-of-socialist-dem-proposals","McConnell vows to be 'grim reaper' of socialist Dem proposals","McConnell vows to be 'grim reaper' of socialist Dem proposals","","April 22","“There is incredible grassroots energy for Amy McGrath to run against Mitch McConnell,” Ryan Aquilina, who runs the Ditch Mitch project, said at the time. “We had one of our best days ever in terms of fundraising, and that proves in no uncertain terms just how much appetite there is for Amy to run and to defeat Mitch McConnell.""","null"
"1575050084-64947","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=29","McConnell ad telegraphs plan to protect Trump against Pelosi in impeachment fight","https://www.foxnews.com/politics/mcconnell-ad-telegraphs-plan-to-protect-trump-against-pelosi-in-impeachment-fight","McConnell ad telegraphs plan to protect Trump against Pelosi in impeachment fight","McConnell ad telegraphs plan to protect Trump against Pelosi in impeachment fight","","October 7","McConnell's support was not necessarily in question, but a few GOP senators in recent days have spoken out against the president, over his now-public request for Ukraine to ""look into"" Democratic presidential primary candidate Joe Biden and his son Hunter's dealings in the country. The criticism escalated after Trump made a similar request, during a session with reporters, to China.","null"
"1575050092-64965","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=28","McConnell throws shade at Nike with 'Betsy Ross' flag tweet","https://www.foxnews.com/politics/mcconnell-throws-shade-at-nike-with-betsy-ross-flag-tweet","McConnell throws shade at Nike with 'Betsy Ross' flag tweet","McConnell throws shade at Nike with 'Betsy Ross' flag tweet","","July 4","""If we’re in a political environment where the American flag has become controversial to Americans, I think we've got a problem,"" McConnell said on Tuesday, according to the Lexington Herald-Leader.","null"
"1575049951-64734","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=45","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","https://www.foxnews.com/politics/mcconnell-modern-day-mccarthyisim-feckless-obama-policies-washington-post-russian-asset","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","","July 29","""While the Committee does not know with confidence what Moscow's intentions were, Russia may have been probing vulnerabilities in voting systems to exploit later,"" the report stated. ""Alternatively, Moscow may have sought to undermine confidence in the 2016 U.S. elections simply through the discovery of their activity.""","null"
"1575050119-65028","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=25","Mitch McConnell makes history as longest serving Senate Republican leader","https://www.foxnews.com/politics/mitch-mcconnell-makes-history-as-longest-serving-senate-republican-leader","Mitch McConnell makes history as longest serving Senate Republican leader","Mitch McConnell makes history as longest serving Senate Republican leader","","June 12, 2018","Then, there are the GOP candidates who try to capitalize on anti-McConnell sentiment in their home states.","null"
"1575049936-64698","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=47","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","https://www.foxnews.com/politics/elaine-chao-tells-protesters-to-leave-alone-husband-mitch-mcconnell-when-confronted-on-immigration","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","","June 26, 2018","He referenced the exchange between Chao and the protesters, adding, “My question is why they won’t leave our families, friends and communities alone? As my friend said, ‘how do you sleep at night?’ #FreedomForImmigrants.”","null"
"1575049951-64706","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=45","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","https://www.foxnews.com/politics/mcconnell-modern-day-mccarthyisim-feckless-obama-policies-washington-post-russian-asset","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","","July 29","""Facts matter,"" McConnell said sternly. ""Details matter. History matters, and if our nation is losing our ability to debate public policy without screaming about treason, that really matters. In the middle of the 20th century, the original McCarthyism hurt America's strength and diminished our standing in the Cold War by dividing us against ourselves.""","null"
"1575050196-65144","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=15","Mitch McConnell tells Nike he'll buy first order of 'Betsy Ross' sneakers if they released after Kaepernick controversy","https://www.foxnews.com/politics/mitch-mcconnell-nike-colin-kaepernick-sneakers","Mitch McConnell tells Nike he'll buy first order of 'Betsy Ross' sneakers if they released after Kaepernick controversy","Mitch McConnell tells Nike he'll buy first order of 'Betsy Ross' sneakers if they released after Kaepernick controversy","","July 2","Nike stirred up controversy when it was reported Monday night that it was no longer selling shoes featuring the American flag designed by Betsy Ross after former NFL quarterback and Nike endorser Colin Kaepernick urged the sportswear company not to sell them, insisting the symbol invokes slavery.","null"
"1575050130-65043","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=23","Alexandria Ocasio-Cortez rips Mitch McConnell for Green New Deal vote: 'He doesn't want to save our planet'","https://www.foxnews.com/politics/rep-alexandria-ocasio-cortez-mitch-green-new-deal","Alexandria Ocasio-Cortez rips Mitch McConnell for Green New Deal vote: 'He doesn't want to save our planet'","Alexandria Ocasio-Cortez rips Mitch McConnell for Green New Deal vote: 'He doesn't want to save our planet'","","March 26","“I could not be more glad that the American people will have the opportunity to learn precisely where each one of their senators stand on the ‘Green New Deal’: a radical, top-down, socialist makeover of the entire U.S. economy,"" he wrote.","null"
"1575050026-64843","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=36","McConnell blasts 'Medicare for All' as 'far-left social experiment'","https://www.foxnews.com/politics/mcconnell-blasts-medicare-for-all-as-far-left-social-experiment","McConnell blasts 'Medicare for All' as 'far-left social experiment'","McConnell blasts 'Medicare for All' as 'far-left social experiment'","","April 9","WHAT IS 'DEMOCRATIC SOCIALISM'? BERNIE SANDERS' POLITICAL IDEOLOGY EXPLAINED","null"
"1575050291-65363","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=4","Reporter's Notebook: What Mitch McConnell said and did not say about guns","https://www.foxnews.com/politics/mcconnell-guns-what-he-didnt-say-reporters-notebook","Reporter's Notebook: What Mitch McConnell said and did not say about guns","Reporter's Notebook: What Mitch McConnell said and did not say about guns","","August 13","SENATE DEMS DELIVER STUNNING WARNING TO SUPREME COURT: 'HEAL' OR FACE RESTRUCTURING","null"
"1575050182-65135","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=17","Mitch McConnell cancels Senate's traditional August recess","https://www.foxnews.com/politics/mitch-mcconnell-cancels-senates-traditional-august-recess","Mitch McConnell cancels Senate's traditional August recess","Mitch McConnell cancels Senate's traditional August recess","","June 5, 2018","At the same time, Congress is facing very real deadlines.","null"
"1575049936-64688","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=47","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","https://www.foxnews.com/politics/elaine-chao-tells-protesters-to-leave-alone-husband-mitch-mcconnell-when-confronted-on-immigration","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","","June 26, 2018","“Why don't you leave my husband alone?” Chao said.","null"
"1575049968-64750","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=43","Ocasio-Cortez demands McConnell stop 'giving bogus excuses' and pass gun background check bill","https://www.foxnews.com/politics/ocasio-cortez-demands-mcconnell-stop-giving-bogus-excuses-and-pass-gun-background-check-bill","Ocasio-Cortez demands McConnell stop 'giving bogus excuses' and pass gun background check bill","Ocasio-Cortez demands McConnell stop 'giving bogus excuses' and pass gun background check bill","","August 4","In the wake of the mass shootings in El Paso, Texas, and Dayton, Ohio, Rep. Alexandria Ocasio-Cortez, D-N.Y., slammed Senate Majority Leader Mitch McConnell, R-Ky., for failing to call a vote on a gun reform bill that the Democratically-controlled House of Representatives passed in February.","null"
"1575050267-65303","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=7","Mitch McConnell fractures shoulder after fall in Kentucky home, spokesman says","https://www.foxnews.com/politics/mitch-mcconnell-fractures-shoulder-after-fall-in-kentucky-home","Mitch McConnell fractures shoulder after fall in Kentucky home, spokesman says","Mitch McConnell fractures shoulder after fall in Kentucky home, spokesman says","","August 4","McConnell returned to Kentucky after the Senate began a five-week recess Thursday, hailing the chamber for a hard-won budget deal that staves off a possible government shutdown.","null"
"1575050291-65351","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=4","Reporter's Notebook: What Mitch McConnell said and did not say about guns","https://www.foxnews.com/politics/mcconnell-guns-what-he-didnt-say-reporters-notebook","Reporter's Notebook: What Mitch McConnell said and did not say about guns","Reporter's Notebook: What Mitch McConnell said and did not say about guns","","August 13","So, you understand the difficulty of the task in the twilight of this month's shootings in El Paso, Texas, and Dayton, Ohio. Policymakers never have been able to come together and make federal law on firearms after any other mass shooting. So why, oh why, would the aftermath of El Paso and Dayton be any different?","null"
"1575050240-65254","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=10","Mitch McConnell slammed by author Ta-Nehisi Coates over slavery reparations","https://www.foxnews.com/politics/mitch-mcconnell-slammed-by-ta-nehisi-coates-repreations","Mitch McConnell slammed by author Ta-Nehisi Coates over slavery reparations","Mitch McConnell slammed by author Ta-Nehisi Coates over slavery reparations","","June 19","""This rebuttal proffers a strange theory of governance that American accounts are somehow bound by the lifetime of its generations. But well into this century, the United States was still paying out pensions to the heirs of Civil War soldiers,"" Coates said. ""We honor treaties that date back some 200 years despite no one being alive who signed those treaties. Many of us would love to be taxed for the things we are solely and individually responsible for. But we are American citizens and thus bound to a collective enterprise that extends beyond our individual and personal reach.""","null"
"1575050138-65047","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=22","Kentucky sports radio host who may challenge McConnell taken off air after state GOP complaint","https://www.foxnews.com/politics/mcconnell-kentucky-gop-radio-sports","Kentucky sports radio host who may challenge McConnell taken off air after state GOP complaint","Kentucky sports radio host who may challenge McConnell taken off air after state GOP complaint","","November 7","A Kentucky radio host toying with the idea of running for Senate Majority Leader Mitch McConnell's seat next year announced that he has been taken off the air following a complaint to the Federal Elections Commission by the state's Republican Party.","null"
"1575050100-64983","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=27","Tlaib to Pelosi: 'Focus' on McConnell instead of bashing progressives","https://www.foxnews.com/politics/tlaib-to-pelosi-focus-on-mcconnell-instead-of-bashing-progressives","Tlaib to Pelosi: 'Focus' on McConnell instead of bashing progressives","Tlaib to Pelosi: 'Focus' on McConnell instead of bashing progressives","","July 7","PELOSI WON'T SAY IF SHE AGREES WITH AOC'S 'CONCENTRATION CAMP' REMARK","null"
"1575050059-64907","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=32","McConnell trolls Dem rep who challenged him to five debates -- by accepting","https://www.foxnews.com/politics/mcconnell-trolls-dem-rep-who-challenged-him-to-five-debates-by-accepting","McConnell trolls Dem rep who challenged him to five debates -- by accepting","McConnell trolls Dem rep who challenged him to five debates -- by accepting","","September 3","Yarmuth’s office, though, responded by making it clear that the congressman has no intention of running against McConnell.","null"
"1575050291-65340","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=4","Reporter's Notebook: What Mitch McConnell said and did not say about guns","https://www.foxnews.com/politics/mcconnell-guns-what-he-didnt-say-reporters-notebook","Reporter's Notebook: What Mitch McConnell said and did not say about guns","Reporter's Notebook: What Mitch McConnell said and did not say about guns","","August 13","McConnell usually says what he means. It’s others who divine meaning and interpretation onto the language of the Kentucky Republican. But, without fail, McConnell says exactly what he means.","null"
"1575050172-65111","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=18","Dems divided on Green New Deal after Mitch McConnell ramps up pressure","https://www.foxnews.com/politics/dems-remain-divided-on-green-new-deal-after-mitch-mcconnell-ramps-up-pressure","Dems divided on Green New Deal after Mitch McConnell ramps up pressure","Dems divided on Green New Deal after Mitch McConnell ramps up pressure","","February 14","Sen. Kamala Harris called the Green New Deal “a bold plan”, Sen. Kirsten Gillibrand told supporters she is “committed to the entire framework” of the proposal, Sen. Elizabeth Warren co-sponsored the guidelines along with Bernie Sanders, and Sen. Cory Booker said he is “excited to support” the “bold action on climate change.”","null"
"1575050051-64889","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=33","GOP leaders decry Kavanaugh attacks as McConnell says 'this is not normal political behavior'","https://www.foxnews.com/politics/brett-kavanaugh-mitch-mcconnell-lindsey-graham-impeachment-calls","GOP leaders decry Kavanaugh attacks as McConnell says 'this is not normal political behavior'","GOP leaders decry Kavanaugh attacks as McConnell says 'this is not normal political behavior'","","September 16","By late Sunday, the paper had revised its portrayed blockbuster story to include the fact that several friends of the alleged victim said she told them she did not recall the reported sexual assault in question.","null"
"1575050182-65133","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=17","Mitch McConnell cancels Senate's traditional August recess","https://www.foxnews.com/politics/mitch-mcconnell-cancels-senates-traditional-august-recess","Mitch McConnell cancels Senate's traditional August recess","Mitch McConnell cancels Senate's traditional August recess","","June 5, 2018","Republicans hold a narrow, 51-49 seat edge in the Senate. In a strange electoral alignment, however, the overwhelming majority of seats up for election this year are held by Democrats -- many in states President Trump won.","null"
"1575050026-64840","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=36","McConnell blasts 'Medicare for All' as 'far-left social experiment'","https://www.foxnews.com/politics/mcconnell-blasts-medicare-for-all-as-far-left-social-experiment","McConnell blasts 'Medicare for All' as 'far-left social experiment'","McConnell blasts 'Medicare for All' as 'far-left social experiment'","","April 9","He described it as a scheme and told hospital industry leaders that it would be serious bad news for them. “You should not be the guinea pigs in some far-left social experiment,” he said.","null"
"1575050258-65284","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=8","Ocasio-Cortez turns attention to Mitch McConnell amid ongoing feud with Trump over controversial comments","https://www.foxnews.com/politics/ocasio-cortez-mcconnell-trump-tweets","Ocasio-Cortez turns attention to Mitch McConnell amid ongoing feud with Trump over controversial comments","Ocasio-Cortez turns attention to Mitch McConnell amid ongoing feud with Trump over controversial comments","Sam Dorman","July 16","","null"
"1575049999-64800","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=39","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","https://www.foxnews.com/politics/mcconnell-campaign-alerts-law-enforcement-after-aoc-calls-out-underage-supporters-on-twitter","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","","August 6","After Ocasio-Cortez's tweet, McConnell's campaign responded by distancing itself from the photo, clarifying that the boys weren't employees of the campaign. “Team Mitch in no way condones any aggressive, suggestive, or demeaning act toward life-sized cardboard cutouts of any gender,” campaign spokesman Kevin Golden said, according to the New York Post.","null"
"1575050300-65378","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=3","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","https://www.foxnews.com/politics/hillary-clinton-twitter-political-ad-ban-mitch-mcconnell-free-speech","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","","November 7","“We know unfortunately that Facebook has a history of allowing all kinds of disinformation on its platform,” Clinton said. “During the 2016 campaign, they were taking ads from a number of sources and later revealing that actually ads paid for in rubles were part of what they were putting out.”","null"
"1575050300-65381","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=3","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","https://www.foxnews.com/politics/hillary-clinton-twitter-political-ad-ban-mitch-mcconnell-free-speech","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","","November 7","She also admitted that the Democratic Party partially to blame given decades-long ties to Silicon Valley.","null"
"1575049968-64756","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=43","Ocasio-Cortez demands McConnell stop 'giving bogus excuses' and pass gun background check bill","https://www.foxnews.com/politics/ocasio-cortez-demands-mcconnell-stop-giving-bogus-excuses-and-pass-gun-background-check-bill","Ocasio-Cortez demands McConnell stop 'giving bogus excuses' and pass gun background check bill","Ocasio-Cortez demands McConnell stop 'giving bogus excuses' and pass gun background check bill","","August 4","Ocasio-Cortez wasn’t the only lawmaker to call on McConnell to bring the resolution to a vote in the Senate.","null"
"1575050205-65167","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=14","McConnell chides Trump for calling impeachment inquiry a 'lynching'","https://www.foxnews.com/politics/mcconnell-chides-trump-for-calling-impeachment-inquiry-a-lynching","McConnell chides Trump for calling impeachment inquiry a 'lynching'","McConnell chides Trump for calling impeachment inquiry a 'lynching'","","October 22","The New York Times, in a tweet, condemned Trump for ""using a term that invokes the decades-long racist history of white mob murders of black people to describe a legal process laid out in the Constitution.""","null"
"1575050026-64848","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=36","McConnell blasts 'Medicare for All' as 'far-left social experiment'","https://www.foxnews.com/politics/mcconnell-blasts-medicare-for-all-as-far-left-social-experiment","McConnell blasts 'Medicare for All' as 'far-left social experiment'","McConnell blasts 'Medicare for All' as 'far-left social experiment'","","April 9","At the close of McConnell’s remarks, he encouraged hospital and health care system leaders in the room to rally together and make their way to Capitol Hill to speak out against this proposal to Democrats in Congress.","null"
"1575050205-65172","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=14","McConnell chides Trump for calling impeachment inquiry a 'lynching'","https://www.foxnews.com/politics/mcconnell-chides-trump-for-calling-impeachment-inquiry-a-lynching","McConnell chides Trump for calling impeachment inquiry a 'lynching'","McConnell chides Trump for calling impeachment inquiry a 'lynching'","","October 22","South Carolina GOP Sen. Tim Scott, the Senate's only black Republican, agreed with Trump's sentiment but not his word choice.","null"
"1575049951-64730","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=45","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","https://www.foxnews.com/politics/mcconnell-modern-day-mccarthyisim-feckless-obama-policies-washington-post-russian-asset","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","","July 29","McConnell concluded: ""Let me make this crystal clear for the hyperventilating hacks who haven’t actually followed this issue. Every single member of the Senate agrees that Russia meddling was real and is real. We all agree that the federal government, state government and the private sector all have obligations to take this threat seriously and bolster our defenses. Claims to the contrary-- that anybody here denies what Russians did on President Obama’s watch -- are just lies, not partisan distortion, not clever spin, just total fabrications.""","null"
"1575049968-64751","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=43","Ocasio-Cortez demands McConnell stop 'giving bogus excuses' and pass gun background check bill","https://www.foxnews.com/politics/ocasio-cortez-demands-mcconnell-stop-giving-bogus-excuses-and-pass-gun-background-check-bill","Ocasio-Cortez demands McConnell stop 'giving bogus excuses' and pass gun background check bill","Ocasio-Cortez demands McConnell stop 'giving bogus excuses' and pass gun background check bill","","August 4","McConnell tweeted on Saturday that he and the country were ""horrified"" by the ""senseless violence"" in El Paso, where a lone gunman opened fire inside a Walmart and left at least 20 people dead and dozens more wounded. Following McConnell’s tweet, another gunman attacked a popular nightlife district in Dayton in the early hours of Sunday morning.","null"
"1575049951-64702","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=45","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","https://www.foxnews.com/politics/mcconnell-modern-day-mccarthyisim-feckless-obama-policies-washington-post-russian-asset","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","","July 29","In unusually forceful, angry, and personal terms, Senate Majority Leader Mitch McConnell on Monday countered what he called ""baseless smears"" from left-wing media and vowed not to be ""intimidated,"" in the wake of a Washington Post op-ed that declared McConnell a ""Russian asset.""","null"
"1575050300-65380","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=3","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","https://www.foxnews.com/politics/hillary-clinton-twitter-political-ad-ban-mitch-mcconnell-free-speech","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","","November 7","“If you were to say to your expert engineers, out algorithms really favor the explosive, the inflammatory, the blatantly false and we love to hook people into them and they seek more of it and then they get absolutely barraged by all of this information, we need to tweak the algorithms,” she said.","null"
"1575049959-64736","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=44","McConnell says he'll bring up 'freestanding' bill to address humanitarian crisis at border: 'What's the objection?'","https://www.foxnews.com/politics/mitch-mcconnell-border-crisis-bill-fox-friends","McConnell says he'll bring up 'freestanding' bill to address humanitarian crisis at border: 'What's the objection?'","McConnell says he'll bring up 'freestanding' bill to address humanitarian crisis at border: 'What's the objection?'","David Montanaro","June 17","","null"
"1575050267-65307","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=7","Mitch McConnell fractures shoulder after fall in Kentucky home, spokesman says","https://www.foxnews.com/politics/mitch-mcconnell-fractures-shoulder-after-fall-in-kentucky-home","Mitch McConnell fractures shoulder after fall in Kentucky home, spokesman says","Mitch McConnell fractures shoulder after fall in Kentucky home, spokesman says","","August 4","Several Democrats including Senate Minority Leader Chuck Schumer, D-N.Y., called on McConnell to call the Senate back Capitol Hill for an emergency session to debate and vote on universal background checks legislation.","null"
"1575050043-64869","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=34","Sen. McConnell’s reelection campaign is selling ‘Cocaine Mitch’ t-shirts","https://www.foxnews.com/politics/mitch-mcconnells-campaign-selling-cocaine-mitch-t-shirts","Sen. McConnell’s reelection campaign is selling ‘Cocaine Mitch’ t-shirts","Sen. McConnell’s reelection campaign is selling ‘Cocaine Mitch’ t-shirts","","May 8","Last year, Don Blankenship gave McConnell the nickname “Cocaine Mitch” during his ill-fated bid for a West Virginia Senate seat. Blankenship gave him the nickname in relation to a reported drug bust tied to his father-in-law’s company.","null"
"1575050275-65311","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=6","Mitch McConnell campaign criticized for photos of tombstones with Dem names","https://www.foxnews.com/politics/mitch-mcconnell-campaign-criticized-for-photos-of-tombstones-with-democratic-opponetts-name","Mitch McConnell campaign criticized for photos of tombstones with Dem names","Mitch McConnell campaign criticized for photos of tombstones with Dem names","","August 5","MITCH MCCONNELL FRACTURES SHOULDER AFTER FALL IN KENTUCKY HOME, SPOKESMAN SAYS","null"
"1575050196-65146","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=15","Mitch McConnell tells Nike he'll buy first order of 'Betsy Ross' sneakers if they released after Kaepernick controversy","https://www.foxnews.com/politics/mitch-mcconnell-nike-colin-kaepernick-sneakers","Mitch McConnell tells Nike he'll buy first order of 'Betsy Ross' sneakers if they released after Kaepernick controversy","Mitch McConnell tells Nike he'll buy first order of 'Betsy Ross' sneakers if they released after Kaepernick controversy","","July 2","JESSE WATERS: FLAG PROTESTERS  LIKE KAEPERNICK WANT TO 'DIVIDE THE COUNTRY'","null"
