web-scraper-order,web-scraper-start-url,article_links,article_links-href,title,subtitle,author,date,content,
"1575049627-64447","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=13","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","https://www.foxnews.com/politics/joe-hunter-biden-seen-golfing-with-ukraine-gas-company-exec-back-in-2014-photo-shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","","September 30","Biden has acknowledged on camera that in spring 2016, when he was vice president and spearheading the Obama administration's Ukraine policy, he successfully pressured Ukraine to fire top prosecutor Viktor Shokin. At the time, Shokin was investigating Burisma Holdings — where Hunter had a lucrative role on the board despite limited relevant expertise.","null"
"1575049300-63946","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=48","Sean Spicer: Joe Biden a 'flip-flopping gaffe machine' benefitting largely from Obama ties","https://www.foxnews.com/politics/sean-spicer-joe-biden-gaffes-obama-ties","Sean Spicer: Joe Biden a 'flip-flopping gaffe machine' benefitting largely from Obama ties","Sean Spicer: Joe Biden a 'flip-flopping gaffe machine' benefitting largely from Obama ties","","June 21","""He is a flip-flopping gaffe machine,"" Spicer claimed.","null"
"1575049291-63928","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=49","Rep. John Lewis defends Joe Biden amid controversy on working with segregationists, says remarks not offensive","https://www.foxnews.com/politics/rep-john-lewis-defends-joe-biden-segregationist-senators","Rep. John Lewis defends Joe Biden amid controversy on working with segregationists, says remarks not offensive","Rep. John Lewis defends Joe Biden amid controversy on working with segregationists, says remarks not offensive","","June 21","""I don’t think those remarks are offensive, they’re in the height of the Civil Rights Movement,"" Lewis said. We worked with people, and got to know people - there was members of the Klan, people who opposed us, even people who beat us, arrested us and jailed us.","null"
"1575049282-63908","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=50","MSNBC's Scarborough defends Joe Biden, cites FDR in wake of attacks for working with segregationist senators","https://www.foxnews.com/politics/scarborough-cites-fdr-to-stand-up-for-biden-following-segregation-comments","MSNBC's Scarborough defends Joe Biden, cites FDR in wake of attacks for working with segregationist senators","MSNBC's Scarborough defends Joe Biden, cites FDR in wake of attacks for working with segregationist senators","","June 20","Biden highlighted his work with Sens. James Eastland of Mississippi and Herman Talmadge of Georgia during a fundraiser in New York City on Tuesday and said he was able to see past their beliefs for the good of the country.","null"
"1575049485-64213","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=29","Joe Biden confuses Burlington, Iowa, with Burlington, Vt., in latest gaffe","https://www.foxnews.com/politics/joe-biden-confuses-burlington-iowa-for-burlington-vt-in-latest-gaffe","Joe Biden confuses Burlington, Iowa, with Burlington, Vt., in latest gaffe","Joe Biden confuses Burlington, Iowa, with Burlington, Vt., in latest gaffe","","August 17","But Biden mistakenly recalled the location of the speech as Burlington, Vt., instead of Burlington, Iowa, according to The Washington Examiner. Whether Biden had Democratic rival Bernie Sanders -- a former mayor of Burlington, Vt. -- on his mind was not immediately known.","null"
"1575049485-64222","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=29","Joe Biden confuses Burlington, Iowa, with Burlington, Vt., in latest gaffe","https://www.foxnews.com/politics/joe-biden-confuses-burlington-iowa-for-burlington-vt-in-latest-gaffe","Joe Biden confuses Burlington, Iowa, with Burlington, Vt., in latest gaffe","Joe Biden confuses Burlington, Iowa, with Burlington, Vt., in latest gaffe","","August 17","Some Biden allies have suggested limiting his appearances due to the mistakes, the Examiner reported.","null"
"1575049637-64473","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=12","Former Democratic Sen. Joe Lieberman: Joe Biden had nothing 'to apologize for'","https://www.foxnews.com/politics/former-democrat-joe-lieberman-joe-biden-had-nothing-to-apologize-for","Former Democratic Sen. Joe Lieberman: Joe Biden had nothing 'to apologize for'","Former Democratic Sen. Joe Lieberman: Joe Biden had nothing 'to apologize for'","","July 8","Lieberman, who continued to caucus with the Democrats, said Biden ""didn't respond as well as he could have and should have"" when forcefully challenged on the comment by Sen. Kamala Harris at a Democratic debate last month.","null"
"1575049419-64146","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=36","Joe Biden hits Booker over Newark record, says he won't be 'polite' at next debate showdown","https://www.foxnews.com/politics/joe-biden-booker-newark-debate","Joe Biden hits Booker over Newark record, says he won't be 'polite' at next debate showdown","Joe Biden hits Booker over Newark record, says he won't be 'polite' at next debate showdown","","July 25","Biden's new aggressiveness on the campaign trail is a shift from the first two months of his campaign, when he rarely engaged with his rivals.","null"
"1575049627-64463","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=13","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","https://www.foxnews.com/politics/joe-hunter-biden-seen-golfing-with-ukraine-gas-company-exec-back-in-2014-photo-shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","","September 30","Giuliani referred to a December 2015 New York Times article about Hunter Biden, Burisma and a Ukrainian oligarch, and how the younger Biden's involvement with the Ukrainian company could undermine then-Vice President Biden's anti-corruption message.","null"
"1575049692-64518","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=8","Joe Biden defends son Hunter's Ukraine work: 'My son did nothing wrong. I did nothing wrong'","https://www.foxnews.com/politics/biden-answers-question-on-hunter-biden-my-son-did-nothing-wrong-i-did-nothing-wrong","Joe Biden defends son Hunter's Ukraine work: 'My son did nothing wrong. I did nothing wrong'","Joe Biden defends son Hunter's Ukraine work: 'My son did nothing wrong. I did nothing wrong'","","October 15","Biden was asked why his son was able to hold a lucrative role serving on the board of a Ukrainian natural gas firm, Burisma Holdings, while he was running U.S.-Ukraine policy as former President Barack Obama’s vice president.","null"
"1575049712-64564","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=6","Joe Biden officially launches 2020 presidential bid","https://www.foxnews.com/politics/biden-officially-launches-2020-presidential-bid","Joe Biden officially launches 2020 presidential bid","Joe Biden officially launches 2020 presidential bid","","April 25","Moments after his announcement, Biden was endorsed by Sen. Bob Casey of Pennsylvania.","null"
"1575049349-64018","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=43","Donna Brazile on Kamala Harris confronting Joe Biden: 'It's right to bring these issues up'","https://www.foxnews.com/politics/donna-brazile-joe-biden-debate-racial-justice","Donna Brazile on Kamala Harris confronting Joe Biden: 'It's right to bring these issues up'","Donna Brazile on Kamala Harris confronting Joe Biden: 'It's right to bring these issues up'","","June 28","""I think his long record and long history with dealing with many of our racial challenges from busing, equality, to voting rights, civil rights, Joe Biden has been on the forefront on racial justice issues,"" Brazile said.","null"
"1575049520-64278","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=25","Carly Fiorina: Accusations against Joe Biden 'diminish' the 'real abuse'","https://www.foxnews.com/politics/carly-fiorina-joe-biden-accusations-diminish-real-abuse","Carly Fiorina: Accusations against Joe Biden 'diminish' the 'real abuse'","Carly Fiorina: Accusations against Joe Biden 'diminish' the 'real abuse'","","April 30","Fiorina said the criticism was an example of the Democrats' shift toward the far left.","null"
"1575049592-64386","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=17","Joe Biden says there's 'zero rationale' for GOP to call on son Hunter to testify in impeachment hearings","https://www.foxnews.com/politics/joe-biden-hunter-impeachment-hearings-testify-republicans","Joe Biden says there's 'zero rationale' for GOP to call on son Hunter to testify in impeachment hearings","Joe Biden says there's 'zero rationale' for GOP to call on son Hunter to testify in impeachment hearings","","November 11","Appearing on a televised town hall Monday, the 2020 frontrunner doubled down on his claim that no wrongdoing took place while he was vice president.","null"
"1575049617-64429","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=14","Joe Lieberman praises Trump's China strategy, says Biden flip-flops","https://www.foxnews.com/politics/lieberman-praises-trumps-china-biden","Joe Lieberman praises Trump's China strategy, says Biden flip-flops","Joe Lieberman praises Trump's China strategy, says Biden flip-flops","","June 12","JOHN SUNUNU ON JOE BIDEN'S LEAD SLIPPING IN IOWA: HIS CAMPAIGN HAS BEEN 'A LITTLE BIT INEPT'","null"
"1575049592-64387","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=17","Joe Biden says there's 'zero rationale' for GOP to call on son Hunter to testify in impeachment hearings","https://www.foxnews.com/politics/joe-biden-hunter-impeachment-hearings-testify-republicans","Joe Biden says there's 'zero rationale' for GOP to call on son Hunter to testify in impeachment hearings","Joe Biden says there's 'zero rationale' for GOP to call on son Hunter to testify in impeachment hearings","","November 11","""Every single, solitary, serious investigator... looked at this and said there's absolutely zero basis to the accusation that I acted inappropriately or that my son did,"" Biden told the Iowa audience. ""This is all about Trump trying to create a diversion... There's not a scintilla of evidence pointing out that anything is wrong.""","null"
"1575049398-64078","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=38","Biden drops to fourth among Iowa Democrats, new poll shows","https://www.foxnews.com/politics/biden-drops-to-4th-in-iowa-among-dems-new-poll-shows","Biden drops to fourth among Iowa Democrats, new poll shows","Biden drops to fourth among Iowa Democrats, new poll shows","","November 6","A Quinnipiac University poll released Wednesday showed 20 percent of voters support Sen. Elizabeth Warren, D-Mass., followed by 19 percent supporting South Bend, Ind., Mayor Pete Buttigieg, 17 percent for Sen. Bernie Sanders, I-Vt. and 15 percent for Biden. The poll has a 4.5 percentage point margin of error.","null"
"1575049712-64587","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=6","Joe Biden officially launches 2020 presidential bid","https://www.foxnews.com/politics/biden-officially-launches-2020-presidential-bid","Joe Biden officially launches 2020 presidential bid","Joe Biden officially launches 2020 presidential bid","","April 25","During his nearly four decades in the Senate, he was a longtime member and former chair of the Foreign Relations Committee. He also served as chairman of the Senate Judiciary Committee.","null"
"1575049627-64464","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=13","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","https://www.foxnews.com/politics/joe-hunter-biden-seen-golfing-with-ukraine-gas-company-exec-back-in-2014-photo-shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","","September 30","""The question is,"" Giuliani asked, ""when Biden and Obama saw that article, about how the son was pulling down money from the most crooked oligarch in Russia, did Obama call Biden in and say, 'Joe, how could you be doing this?'""","null"
"1575049368-64039","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=41","Juan Williams: Joe Biden in 'big trouble' after CNN interview revelation","https://www.foxnews.com/politics/juan-williams-joe-biden-in-big-trouble-after-cnn-interview-revelation","Juan Williams: Joe Biden in 'big trouble' after CNN interview revelation","Juan Williams: Joe Biden in 'big trouble' after CNN interview revelation","","July 5","Fox News's Juan Williams says former Vice President Joe Biden is in ""big trouble"" after the Democratic presidential frontrunner said he was wasn't ready for Sen. Kamala Harris' attacks during last week's debate.","null"
"1575049599-64408","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=16","Joe Biden accused of plagiarizing parts of new climate platform","https://www.foxnews.com/politics/biden-accused-of-plagiarizing-parts-of-new-climate-platform","Joe Biden accused of plagiarizing parts of new climate platform","Joe Biden accused of plagiarizing parts of new climate platform","","June 4","In another example, the campaign said the “average American sewage pipe is 33 years old, with many pipes dating back 50 or even 100 years.” The website American Rivers has previously posted online that the “average American sewage pipe is 33 years old, with many pipes dating back 50 or even 100 years.”","null"
"1575049721-64598","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=5","Joe Biden heaps praise on GOP during Massachusetts fundraiser","https://www.foxnews.com/politics/joe-biden-theres-an-awful-lot-of-really-good-republicans","Joe Biden heaps praise on GOP during Massachusetts fundraiser","Joe Biden heaps praise on GOP during Massachusetts fundraiser","","August 18","BIDEN'S RESURFACED ADMISSION HE 'LIKES' CHENEY SPARKS DEM BACKLASH","null"
"1575049398-64076","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=38","Biden drops to fourth among Iowa Democrats, new poll shows","https://www.foxnews.com/politics/biden-drops-to-4th-in-iowa-among-dems-new-poll-shows","Biden drops to fourth among Iowa Democrats, new poll shows","Biden drops to fourth among Iowa Democrats, new poll shows","Vandana Rambaran","November 6","","null"
"1575049664-64512","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=10","Elizabeth Warren hauls in $24.6M, topping Joe Biden in latest fundraising quarter","https://www.foxnews.com/politics/warrens-24-6-million-biden-fundraising","Elizabeth Warren hauls in $24.6M, topping Joe Biden in latest fundraising quarter","Elizabeth Warren hauls in $24.6M, topping Joe Biden in latest fundraising quarter","","October 4","Campaign cash is a crucial barometer of a candidate’s appeal and popularity and of his or her campaign’s strength. Fundraising dollars can be used by the candidates to pay for campaign staff and grassroots outreach efforts, travel and ads.","null"
"1575049520-64275","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=25","Carly Fiorina: Accusations against Joe Biden 'diminish' the 'real abuse'","https://www.foxnews.com/politics/carly-fiorina-joe-biden-accusations-diminish-real-abuse","Carly Fiorina: Accusations against Joe Biden 'diminish' the 'real abuse'","Carly Fiorina: Accusations against Joe Biden 'diminish' the 'real abuse'","","April 30","The former Hewlett-Packard CEO spoke out against “relitigating” the past and said clueless or careless behavior may make Biden “thoughtless” but not a “bad man.”","null"
"1575049712-64569","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=6","Joe Biden officially launches 2020 presidential bid","https://www.foxnews.com/politics/biden-officially-launches-2020-presidential-bid","Joe Biden officially launches 2020 presidential bid","Joe Biden officially launches 2020 presidential bid","","April 25","While the controversy was dominating headlines, Biden’s inner circle was continuing to reach out to Democratic operatives as they quietly mapped out a national campaign structure as well as staff in the early voting primary and caucus states. And in the days leading up to the launch, Biden picked up the pace on reaching out to top donors and supporters, with the acknowledgment that he’ll be judged by how much he fundraising dollars he hauls in in the first 24 hours after declaring his candidacy.","null"
"1575049419-64132","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=36","Joe Biden hits Booker over Newark record, says he won't be 'polite' at next debate showdown","https://www.foxnews.com/politics/joe-biden-booker-newark-debate","Joe Biden hits Booker over Newark record, says he won't be 'polite' at next debate showdown","Joe Biden hits Booker over Newark record, says he won't be 'polite' at next debate showdown","","July 25","But Biden punched back at Booker's claim that he was the mass incarceration ""architect,"" telling reporters ""Cory knows that's not true.""","null"
"1575049410-64103","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=37","Joe Biden takes indirect shot at Kamala Harris over her support for Medicare for All","https://www.foxnews.com/politics/joe-biden-shot-kamala-harris-medicare-for-all","Joe Biden takes indirect shot at Kamala Harris over her support for Medicare for All","Joe Biden takes indirect shot at Kamala Harris over her support for Medicare for All","","July 13","THE LATEST FROM FOX NEWS ON THE 2020 PRESIDENTIAL CAMPAIGN","null"
"1575049410-64114","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=37","Joe Biden takes indirect shot at Kamala Harris over her support for Medicare for All","https://www.foxnews.com/politics/joe-biden-shot-kamala-harris-medicare-for-all","Joe Biden takes indirect shot at Kamala Harris over her support for Medicare for All","Joe Biden takes indirect shot at Kamala Harris over her support for Medicare for All","","July 13","“Keep Obamacare. Restore the cuts that have been made, and add a public option,” he said to applause. “If you like your employer insurance, you get to keep it.”","null"
"1575049309-63959","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=47","Lara Trump: Joe Biden tanking earlier than expected, 'maybe he regrets now even deciding to run'","https://www.foxnews.com/politics/lara-trump-joe-biden-gaffes","Lara Trump: Joe Biden tanking earlier than expected, 'maybe he regrets now even deciding to run'","Lara Trump: Joe Biden tanking earlier than expected, 'maybe he regrets now even deciding to run'","","June 24","""Maybe he regrets now even deciding to run, because there's been a lot that's happened that doesn't look great for him since he announced he was running for president.""","null"
"1575049627-64458","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=13","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","https://www.foxnews.com/politics/joe-hunter-biden-seen-golfing-with-ukraine-gas-company-exec-back-in-2014-photo-shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","","September 30","Later, Giuliani added: ""I have another affidavit, this time from another Ukrainian prosecutor who says that the day after Biden strong-armed the president to remove Shokin, they show up in the prosecutor’s office -- lawyers for Hunter Biden show up in the prosecutor’s office and they give an apology for dissemination of false information.""","null"
"1575049410-64106","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=37","Joe Biden takes indirect shot at Kamala Harris over her support for Medicare for All","https://www.foxnews.com/politics/joe-biden-shot-kamala-harris-medicare-for-all","Joe Biden takes indirect shot at Kamala Harris over her support for Medicare for All","Joe Biden takes indirect shot at Kamala Harris over her support for Medicare for All","","July 13","Harris has said her plan would allow private insurance to continue to exist. But during last month’s first round of presidential primary debates, she raised her hand when the candidates were asked whether – if elected – they would eliminate private insurance. She later explained that she had misheard the question.","null"
"1575049645-64487","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=11","Graham says he loves Joe Biden 'as a person,' but Hunter Biden's Burisma work 'doesn’t pass the smell test'","https://www.foxnews.com/politics/graham-says-he-loves-joe-biden-as-a-person-but-hunter-bidens-burisma-work-doesnt-pass-the-smell-test","Graham says he loves Joe Biden 'as a person,' but Hunter Biden's Burisma work 'doesn’t pass the smell test'","Graham says he loves Joe Biden 'as a person,' but Hunter Biden's Burisma work 'doesn’t pass the smell test'","","4 days ago","Graham had sent a letter to Secretary of State Mike Pompeo Thursday asking for documents related to contacts between both Bidens and former Ukrainian President Petro Poroshenko.","null"
"1575049565-64329","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=20","Joe Biden makes unfortunate ‘Freudian slip’ as he targets ‘Donald Hump’","https://www.foxnews.com/politics/biden-freudian-slip-donald-hump","Joe Biden makes unfortunate ‘Freudian slip’ as he targets ‘Donald Hump’","Joe Biden makes unfortunate ‘Freudian slip’ as he targets ‘Donald Hump’","","September 7","ALEXROD CLAIMS BIDEN 'SERIALLY DISTORTING RECORD","null"
"1575049712-64561","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=6","Joe Biden officially launches 2020 presidential bid","https://www.foxnews.com/politics/biden-officially-launches-2020-presidential-bid","Joe Biden officially launches 2020 presidential bid","Joe Biden officially launches 2020 presidential bid","","April 25","The Biden campaign said that the former vice president will lay out his “vision for rebuilding America’s middle class” at the Pittsburgh event. Then he’s scheduled to travel to the four states that vote first in the primary and caucus nominating calendar. They add that Biden will hold a rally in Philadelphia on May 18, likely at the city’s Museum of Art – known nationally for the scene of the fictional Rocky Balboa’s training on the museum’s steps in the movie ""Rocky.”","null"
"1575049756-64653","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=1","Councilman from Pete Buttigieg's hometown endorses Joe Biden","https://www.foxnews.com/politics/south-bend-davis-councilman-biden-buttigieg","Councilman from Pete Buttigieg's hometown endorses Joe Biden","Councilman from Pete Buttigieg's hometown endorses Joe Biden","","6 days ago","CLICK HERE TO GET THE FOX NEWS APP","null"
"1575049538-64298","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=23","Trump debuts new nickname for Biden: ‘SleepyCreepy Joe'","https://www.foxnews.com/politics/trump-debuts-new-nickname-for-biden-sleepycreepy-joe","Trump debuts new nickname for Biden: ‘SleepyCreepy Joe'","Trump debuts new nickname for Biden: ‘SleepyCreepy Joe'","","May 10","BIDEN LABELS TRUMP 'A CLOWN' DURING CAMPAIGN STOP IN SOUTH CAROLINE","null"
"1575049738-64635","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=3","Mayor of Pocahontas backs Joe Biden, not Elizabeth Warren","https://www.foxnews.com/politics/mayor-pocahontas-iowa-backs-joe-biden-elizabeth-warren","Mayor of Pocahontas backs Joe Biden, not Elizabeth Warren","Mayor of Pocahontas backs Joe Biden, not Elizabeth Warren","","November 9","“Who? Pocahontas?” Trump said when asked about Warren in 2016. When told by reporters that the term was “very offensive,” he responded: “Oh I’m sorry about that,” before immediately saying it again.","null"
"1575049712-64571","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=6","Joe Biden officially launches 2020 presidential bid","https://www.foxnews.com/politics/biden-officially-launches-2020-presidential-bid","Joe Biden officially launches 2020 presidential bid","Joe Biden officially launches 2020 presidential bid","","April 25","Biden ran a second time for the Democratic nomination in the 2008 cycle, declaring his candidacy in January of 2007. Despite his long record, his campaign never caught lightning in a bottle.","null"
"1575049584-64370","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=18","Joe Biden builds massive lead among black voters","https://www.foxnews.com/politics/joe-biden-massive-black-voters","Joe Biden builds massive lead among black voters","Joe Biden builds massive lead among black voters","","May 21","Mo Elleithee, the founding executive director of Georgetown University's Institute of Politics and Public Service and a Fox News contributor, pointed to Biden’s record on civil rights and his eight years serving with Obama, saying that black voters ""know Biden's track record"" and that ""he's been there for them time and time again.""","null"
"1575049721-64597","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=5","Joe Biden heaps praise on GOP during Massachusetts fundraiser","https://www.foxnews.com/politics/joe-biden-theres-an-awful-lot-of-really-good-republicans","Joe Biden heaps praise on GOP during Massachusetts fundraiser","Joe Biden heaps praise on GOP during Massachusetts fundraiser","","August 18","“There’s an awful lot of really good Republicans out there,” the former vice president told the audience, according to The Hill. “I get in trouble for saying that with Democrats, but the truth of the matter is, every time we ever got in trouble with our administration, remember who got sent up to Capitol Hill to fix it? Me. Because they know I respect the other team.”","null"
"1575049485-64218","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=29","Joe Biden confuses Burlington, Iowa, with Burlington, Vt., in latest gaffe","https://www.foxnews.com/politics/joe-biden-confuses-burlington-iowa-for-burlington-vt-in-latest-gaffe","Joe Biden confuses Burlington, Iowa, with Burlington, Vt., in latest gaffe","Joe Biden confuses Burlington, Iowa, with Burlington, Vt., in latest gaffe","","August 17","Biden’s press secretary told CNN the focus on Biden's blunders is a “press narrative, not a voter narrative.""","null"
"1575049511-64258","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=26","Stirewalt: Joe Biden campaign rollout was 'quite successful'","https://www.foxnews.com/politics/stirewalt-joe-biden-campaign-roll-out-was-quite-successful","Stirewalt: Joe Biden campaign rollout was 'quite successful'","Stirewalt: Joe Biden campaign rollout was 'quite successful'","","April 30","""He raised more money than anybody else had raised, which is saying something because Bernie Sanders can Hoover up small dollar donations like nobody in history,"" Stirewalt told Fox News host Sandra Smith.","null"
"1575049627-64461","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=13","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","https://www.foxnews.com/politics/joe-hunter-biden-seen-golfing-with-ukraine-gas-company-exec-back-in-2014-photo-shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","Joe, Hunter Biden seen golfing with Ukraine gas company exec back in 2014, photo shows","","September 30","“The pattern is a pattern of pay for play. It includes something very similar to what happened to the Clinton Foundation,"" Giuliani said, ""which goes to the very core of, what did Obama know and when did he know it?""","null"
"1575049419-64133","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=36","Joe Biden hits Booker over Newark record, says he won't be 'polite' at next debate showdown","https://www.foxnews.com/politics/joe-biden-booker-newark-debate","Joe Biden hits Booker over Newark record, says he won't be 'polite' at next debate showdown","Joe Biden hits Booker over Newark record, says he won't be 'polite' at next debate showdown","","July 25","The former vice president then jabbed at his rival's record -- criticizing the stopping and frisking of black men by Newark police during Booker's tenure as the city's mayor. He added that during his years as vice president, ""the Justice Department took action against them, held the police department accountable. He (Booker) objected to federal interference.""","null"
"1575049429-64159","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=35","Trump says ahead of debates he thinks 'Sleepy Joe' Biden will be 2020 Democratic nominee","https://www.foxnews.com/politics/trump-says-he-thinks-sleepy-joe-biden-will-be-2020-democratic-nominee-ahead-of-debates","Trump says ahead of debates he thinks 'Sleepy Joe' Biden will be 2020 Democratic nominee","Trump says ahead of debates he thinks 'Sleepy Joe' Biden will be 2020 Democratic nominee","","July 30","But Biden hasn’t held back. He’s blasted the president as an “existential threat to America.”","null"
"1575049320-63970","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=46","Joe Biden making millions, living in lavish homes since leaving office: report","https://www.foxnews.com/politics/joe-biden-has-made-millions-since-leaving-vice-presidency-moved-into-5m-mansion-report","Joe Biden making millions, living in lavish homes since leaving office: report","Joe Biden making millions, living in lavish homes since leaving office: report","","June 25","BIDEN WARNS AGAINST DEMONIZING THE RICH DURING FUNDRAISER: 'RICH PEOPLE ARE JUST AS PATRIOTIC'","null"
"1575049701-64531","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=7","Jared Kushner slams Joe Biden, claims he's been cleaning up 'messes' ex-VP left behind","https://www.foxnews.com/politics/jared-kushner-joe-biden-mess-white-house-israel-impeachment","Jared Kushner slams Joe Biden, claims he's been cleaning up 'messes' ex-VP left behind","Jared Kushner slams Joe Biden, claims he's been cleaning up 'messes' ex-VP left behind","Danielle Wallace","October 30","","null"
"1575049712-64589","https://www.foxnews.com/search-results/search?q=joe%20biden&ss=fn&section.path=fnc/politics&type=story&start=6","Joe Biden officially launches 2020 presidential bid","https://www.foxnews.com/politics/biden-officially-launches-2020-presidential-bid","Joe Biden officially launches 2020 presidential bid","Joe Biden officially launches 2020 presidential bid","","April 25","In March he lamented the impact of ""white man's culture"" and bemoaned his own role in the hearings that undermined witness Anita Hill's credibility. Biden said that Hill, who is black, should not have been forced to face a panel of ""a bunch of white guys"" about her sexual harassment allegations against Thomas, who was nominated by President George H.W. Bush.","null"
