web-scraper-order,web-scraper-start-url,pages,pages-href,article_links,article_links-href,title,subtitle,author,date,content
"1571543173-32132","https://www.usatoday.com/search/?q=john%20mccain","","","Cindy McCain's first year without John McCain: 'Trying to put our family back together'","https://www.usatoday.com/story/news/politics/2019/08/21/cindy-mccain-first-year-since-husband-sen-john-mccain-died/2070067001/","Cindy McCain's first year without John McCain: 'Trying to put our family back together'","Cindy McCain, joined by White House Chief of Staff John Kelly and Secretary of Defense General James Mattis, lay a wreath at the Vietnam Veterans Memorial.
    USA TODAY","","Published 8:12 a.m. ET Aug. 21, 2019 | Updated 9:03 a.m. ET Aug. 21, 2019","On the eve of the anniversary of her husband's death, McCain will host a party with close friends and family to celebrate her husband. Last year around this time, the family threw a “Great Gatsby”-themed party at the cabin to say goodbye to him, knowing the end was near."
"1571543142-31914","https://www.usatoday.com/search/?q=john%20mccain","","","John Legend opposes Felicity Huffman's sentence: 'We don't need to lock people up for' this","https://www.usatoday.com/story/entertainment/celebrities/2019/09/16/felicity-huffman-prison-sentence-john-legend-opposes-lock-up/2339221001/","John Legend opposes Felicity Huffman's sentence: 'We don't need to lock people up for' this","John Legend opposes Felicity Huffman's 14-day prison sentence for her role in the college admissions scandal. Legend shared his thoughts on Twitter.
    USA TODAY","","Published 8:01 a.m. ET Sept. 16, 2019 | Updated 11:37 a.m. ET Sept. 16, 2019","""I would like to apologize again to my daughter, my husband, my family and the educational community for my actions,"" she added. ""And I especially want to apologize to the students who work hard every day to get into college, and to their parents who make tremendous sacrifices supporting their children."""
"1571543142-31900","https://www.usatoday.com/search/?q=john%20mccain","","","John Legend opposes Felicity Huffman's sentence: 'We don't need to lock people up for' this","https://www.usatoday.com/story/entertainment/celebrities/2019/09/16/felicity-huffman-prison-sentence-john-legend-opposes-lock-up/2339221001/","John Legend opposes Felicity Huffman's sentence: 'We don't need to lock people up for' this","John Legend opposes Felicity Huffman's 14-day prison sentence for her role in the college admissions scandal. Legend shared his thoughts on Twitter.
    USA TODAY","","Published 8:01 a.m. ET Sept. 16, 2019 | Updated 11:37 a.m. ET Sept. 16, 2019","""I get why everyone gets mad when rich person X gets a short sentence and poor person of color Y gets a long one,"" read a Saturday tweet from Legend, founder of FreeAmerica, ""a campaign to transform America’s criminal justice system,"" according to its website. ""The answer isn't for X to get more; it's for both of them to get less (or even none!!!) We should level down not up."""
"1571543164-32056","https://www.usatoday.com/search/?q=john%20mccain","","","'A trailblazing figure': Barack Obama, Katie Couric mourn veteran journalist Cokie Roberts","https://www.usatoday.com/story/entertainment/celebrities/2019/09/17/cokie-roberts-dead-jake-tapper-kellyanne-conway-mourn-journalist/2350957001/","'A trailblazing figure': Barack Obama, Katie Couric mourn veteran journalist Cokie Roberts","Roberts' Emmy-winning career earned her top-tier journalism awards, including the Edward R. Murrow Award and the Walter Cronkite Award for Excellence in Journalism.
    USA TODAY","","Published 11:15 a.m. ET Sept. 17, 2019 | Updated 3:30 p.m. ET Sept. 17, 2019","""Morning Joe"" co-host Joe Scarborough tweeted he ""grew up loving her political analysis and insights into Washington. She will be terribly missed."""
"1571543138-31884","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","https://www.usatoday.com/story/entertainment/celebrities/2019/08/05/meghan-mccain-rips-mindy-project-producer-cruel-tweet-mindy-kaling/1919949001/","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","""The View"" co-host Meghan McCain thinks Gwyneth Paltrow's part-time living setup with her husband Brad Falchuk is ""rich people stuff.""
    USA TODAY","","Published 9:33 a.m. ET Aug. 5, 2019 | Updated 10:37 a.m. ET Aug. 5, 2019","Responding to a tweet from a commentor who reminded him, ""You don’t have to. Don’t be so rude,"" Stassen replied, ""Fair enough."""
"1571543154-31973","https://www.usatoday.com/search/?q=john%20mccain","","","Beto O'Rourke takes on Meghan McCain over gun rights amid gun control debate after mass shootings","https://www.usatoday.com/story/news/politics/elections/2019/09/05/beto-orourke-takes-meghan-mccain-over-gun-rights-gun-control/2227409001/","Beto O'Rourke takes on Meghan McCain over gun rights amid gun control debate after mass shootings","""The View"" co-host Meghan McCain says she is ""not living without guns."" She added there will be ""a lot of violence"" if assault weapons are banned.
    USA TODAY","","Published 9:53 p.m. ET Sept. 5, 2019","More: Meghan McCain challenges O'Rourke on comment about Trump rally"
"1571543138-31891","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","https://www.usatoday.com/story/entertainment/celebrities/2019/08/05/meghan-mccain-rips-mindy-project-producer-cruel-tweet-mindy-kaling/1919949001/","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","""The View"" co-host Meghan McCain thinks Gwyneth Paltrow's part-time living setup with her husband Brad Falchuk is ""rich people stuff.""
    USA TODAY","","Published 9:33 a.m. ET Aug. 5, 2019 | Updated 10:37 a.m. ET Aug. 5, 2019","""Don’t you get outraged when ppl hold you accountable for Ben’s opinions or vice versa?"" the person added, sharing a screenshot from a June 23 tweet where McCain asked followers to see her and husband Ben Domenech as separate entities."
"1571543161-32013","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain challenges Bernie Sanders to name Republicans he'll work with if elected president","https://www.usatoday.com/story/news/politics/2019/09/04/view-meghan-mccain-challenges-bernie-sanders-bipartisanship/2210622001/","Meghan McCain challenges Bernie Sanders to name Republicans he'll work with if elected president","""The View"" co-host Meghan McCain says she is ""not living without guns."" She added there will be ""a lot of violence"" if assault weapons are banned.
    USA TODAY","","Published 4:50 p.m. ET Sept. 4, 2019","More: Meghan McCain says there will be 'a lot of violence' if assault weapons are banned"
"1571543204-32248","https://www.usatoday.com/search/?q=john%20mccain","","","John McCain would convict Donald Trump in an impeachment trial. He said as much in 1999.","https://www.usatoday.com/story/opinion/2019/10/10/john-mccain-would-vote-impeach-donald-trump-trial-column/3931855002/","John McCain would convict Donald Trump in an impeachment trial. He said as much in 1999.","Impeaching a U.S. president might not be the be-all-end-all for their career. We explain why this is the case.
    Just the FAQs, USA TODAY","","Published 1:50 p.m. ET Oct. 10, 2019 | Updated 3:34 p.m. ET Oct. 10, 2019","McCain voted to convict Clinton."
"1571543154-31962","https://www.usatoday.com/search/?q=john%20mccain","","","Beto O'Rourke takes on Meghan McCain over gun rights amid gun control debate after mass shootings","https://www.usatoday.com/story/news/politics/elections/2019/09/05/beto-orourke-takes-meghan-mccain-over-gun-rights-gun-control/2227409001/","Beto O'Rourke takes on Meghan McCain over gun rights amid gun control debate after mass shootings","""The View"" co-host Meghan McCain says she is ""not living without guns."" She added there will be ""a lot of violence"" if assault weapons are banned.
    USA TODAY","","Published 9:53 p.m. ET Sept. 5, 2019","“I just I think that kind of language and rhetoric is not helpful,” O'Rourke said in response, according to the Daily Beast. “It becomes self-fulfilling; you have people on TV, who are almost giving you permission to be violent and saying ‘you know this is this is going to happen.’”"
"1571543200-32232","https://www.usatoday.com/search/?q=john%20mccain","","","Kathy Griffin, Meghan McCain denounce fake violent Trump video: 'This video isn't a joke'","https://www.usatoday.com/story/entertainment/celebrities/2019/10/14/trump-video-kathy-griffin-meghan-mccain-denounce-fake-shooting-clip/3972974002/","Kathy Griffin, Meghan McCain denounce fake violent Trump video: 'This video isn't a joke'","The comedian told multiple Australian outlets the backlash she received after posing with a fake severed head was ""BS.""
Video provided by Newsy
    Newslook","Hannah Yasharoff","Published 9:37 a.m. ET Oct. 14, 2019",""
"1571543154-31982","https://www.usatoday.com/search/?q=john%20mccain","","","Beto O'Rourke takes on Meghan McCain over gun rights amid gun control debate after mass shootings","https://www.usatoday.com/story/news/politics/elections/2019/09/05/beto-orourke-takes-meghan-mccain-over-gun-rights-gun-control/2227409001/","Beto O'Rourke takes on Meghan McCain over gun rights amid gun control debate after mass shootings","""The View"" co-host Meghan McCain says she is ""not living without guns."" She added there will be ""a lot of violence"" if assault weapons are banned.
    USA TODAY","","Published 9:53 p.m. ET Sept. 5, 2019","Contributing: Nicholas Wu, Rebecca Morin"
"1571543193-32207","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain addresses dangers of body shaming: This 'can lead women to eating disorders'","https://www.usatoday.com/story/entertainment/celebrities/2019/10/03/meghan-mccain-shuts-down-body-shaming-twitter/3854286002/","Meghan McCain addresses dangers of body shaming: This 'can lead women to eating disorders'","Meghan McCain tweeted in defense of Chrissy Teigen after President Trump called her a ""filthy mouthed wife"" on Twitter.
    USA TODAY","","Published 2:21 p.m. ET Oct. 3, 2019 | Updated 2:25 p.m. ET Oct. 3, 2019","'Please excuse Grace': Parents may not let you miss class, but Hillary Clinton will"
"1571543138-31877","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","https://www.usatoday.com/story/entertainment/celebrities/2019/08/05/meghan-mccain-rips-mindy-project-producer-cruel-tweet-mindy-kaling/1919949001/","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","""The View"" co-host Meghan McCain thinks Gwyneth Paltrow's part-time living setup with her husband Brad Falchuk is ""rich people stuff.""
    USA TODAY","","Published 9:33 a.m. ET Aug. 5, 2019 | Updated 10:37 a.m. ET Aug. 5, 2019","It was revealed Friday that McCain is set to release an audiobook in 2020. The new work will cover her dad, the late Sen. John McCain, as well as give her thoughts on politics."
"1571543169-32071","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain speaks her mind: 7 times 'The View' host has been blunt about her opinions","https://www.usatoday.com/story/entertainment/celebrities/2019/09/12/meghan-mccain-the-view-co-host-gets-blunt-conservative-views/2148585001/","Meghan McCain speaks her mind: 7 times 'The View' host has been blunt about her opinions","During ""The View,"" Meghan McCain called out to President Donald Trump's daughter and advisor on her stance.
    USA TODAY","","Published 7:00 a.m. ET Sept. 12, 2019","She declared: ""I’m not living without guns. … It’s just that simple!”"
"1571543154-31975","https://www.usatoday.com/search/?q=john%20mccain","","","Beto O'Rourke takes on Meghan McCain over gun rights amid gun control debate after mass shootings","https://www.usatoday.com/story/news/politics/elections/2019/09/05/beto-orourke-takes-meghan-mccain-over-gun-rights-gun-control/2227409001/","Beto O'Rourke takes on Meghan McCain over gun rights amid gun control debate after mass shootings","""The View"" co-host Meghan McCain says she is ""not living without guns."" She added there will be ""a lot of violence"" if assault weapons are banned.
    USA TODAY","","Published 9:53 p.m. ET Sept. 5, 2019","O’Rourke recently appeared on CNN where he discussed gun violence after the shooting rampage in Odessa and Midland, Texas that left seven dead."
"1571543197-32231","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain on husband Ben Domenech: 'Conservative men have better family values'","https://www.usatoday.com/story/entertainment/celebrities/2019/10/09/meghan-mccain-conservative-men-have-better-family-values/3915535002/","Meghan McCain on husband Ben Domenech: 'Conservative men have better family values'","""The View"" co-host Meghan McCain said ""conservative men have better family values"" on ""The Ben Shapiro Show Sunday Special.""
    USA TODAY","","Published 12:06 a.m. ET Oct. 9, 2019 | Updated 7:59 a.m. ET Oct. 9, 2019","More: Meghan McCain announces social media break in a tribute to her 'hero,' late father John McCain"
"1571543187-32179","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain defends Chrissy Teigen after President Trump targets Teigen, John Legend","https://www.usatoday.com/story/entertainment/celebrities/2019/09/09/donald-trump-launches-twitter-spar-john-legend-chrissy-teigen/2261710001/","Meghan McCain defends Chrissy Teigen after President Trump targets Teigen, John Legend","Meghan McCain tweeted in defense of Chrissy Teigen after President Trump called her a ""filthy mouthed wife"" on Twitter.
    USA TODAY","","Published 6:52 a.m. ET Sept. 9, 2019 | Updated 7:02 a.m. ET Sept. 10, 2019","Trump complained Sunday night that ""people pushing so hard for Criminal Justice Reform... came to me as a group and asked for my help,"" but now isn't getting any credit, seemingly referring to the First Step Act he signed into law in December, which allows prisoners to get more days removed from their sentences for good behavior."
"1571543161-32022","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain challenges Bernie Sanders to name Republicans he'll work with if elected president","https://www.usatoday.com/story/news/politics/2019/09/04/view-meghan-mccain-challenges-bernie-sanders-bipartisanship/2210622001/","Meghan McCain challenges Bernie Sanders to name Republicans he'll work with if elected president","""The View"" co-host Meghan McCain says she is ""not living without guns."" She added there will be ""a lot of violence"" if assault weapons are banned.
    USA TODAY","","Published 4:50 p.m. ET Sept. 4, 2019","""I think the agenda that I am bringing forth is the most progressive agenda ever brought forth by any candidate —serious candidate⁠—running for president of the United States,"" Sanders said."
"1571543173-32141","https://www.usatoday.com/search/?q=john%20mccain","","","Cindy McCain's first year without John McCain: 'Trying to put our family back together'","https://www.usatoday.com/story/news/politics/2019/08/21/cindy-mccain-first-year-since-husband-sen-john-mccain-died/2070067001/","Cindy McCain's first year without John McCain: 'Trying to put our family back together'","Cindy McCain, joined by White House Chief of Staff John Kelly and Secretary of Defense General James Mattis, lay a wreath at the Vietnam Veterans Memorial.
    USA TODAY","","Published 8:12 a.m. ET Aug. 21, 2019 | Updated 9:03 a.m. ET Aug. 21, 2019","Have news to share about Arizona's U.S. senators or national politics? Reach the reporter on Twitter and Facebook. Contact her at yvonne.wingett@arizonarepublic.com."
"1571543204-32257","https://www.usatoday.com/search/?q=john%20mccain","","","John McCain would convict Donald Trump in an impeachment trial. He said as much in 1999.","https://www.usatoday.com/story/opinion/2019/10/10/john-mccain-would-vote-impeach-donald-trump-trial-column/3931855002/","John McCain would convict Donald Trump in an impeachment trial. He said as much in 1999.","Impeaching a U.S. president might not be the be-all-end-all for their career. We explain why this is the case.
    Just the FAQs, USA TODAY","","Published 1:50 p.m. ET Oct. 10, 2019 | Updated 3:34 p.m. ET Oct. 10, 2019","It's similar to the argument Clinton's defenders used. McCain wasn't having it."
"1571543164-32044","https://www.usatoday.com/search/?q=john%20mccain","","","'A trailblazing figure': Barack Obama, Katie Couric mourn veteran journalist Cokie Roberts","https://www.usatoday.com/story/entertainment/celebrities/2019/09/17/cokie-roberts-dead-jake-tapper-kellyanne-conway-mourn-journalist/2350957001/","'A trailblazing figure': Barack Obama, Katie Couric mourn veteran journalist Cokie Roberts","Roberts' Emmy-winning career earned her top-tier journalism awards, including the Edward R. Murrow Award and the Walter Cronkite Award for Excellence in Journalism.
    USA TODAY","","Published 11:15 a.m. ET Sept. 17, 2019 | Updated 3:30 p.m. ET Sept. 17, 2019","ABC News Chief White House Correspondent Jonathan Karl shared a video of himself on air with Roberts at the 2016 Democratic National Convention."
"1571543144-31923","https://www.usatoday.com/search/?q=john%20mccain","","","This video ‘could inspire violence’","https://www.usatoday.com/story/news/2019/10/14/trump-video-fortnite-fort-worth-shooting-panera-mondays-news/3972033002/","This video ‘could inspire violence’","null","","Published 5:52 p.m. ET Oct. 14, 2019 | Updated 7:46 p.m. ET Oct. 14, 2019","Meghan McCain slammed a response from Stephen Miller on Monday after the senior Trump adviser argued the video was ""free speech"" rather than a call to incite violence. ""One of the people in this video is my dad,"" she said. ""This could inspire violence towards REAL people."""
"1571543180-32169","https://www.usatoday.com/search/?q=john%20mccain","","","A year after John McCain's death, Cindy McCain says 'Our country is not well right now'","https://www.usatoday.com/story/news/politics/2019/08/25/john-mccain-year-later-cindy-mccain-says-our-country-not-well/2115445001/","A year after John McCain's death, Cindy McCain says 'Our country is not well right now'","null","","Published 2:21 p.m. ET Aug. 25, 2019","""Cindy McCain has taken over his job for the family. Nobody was ever better taken care of in an illness than Cindy provided care to John,"" Graham added. ""She's doing a great job on her own, in (fighting) human trafficking, and to the four boys and three daughters, they're doing great. They miss their dad. I miss him, but my job is to carry on and help this president where I can and I will."""
"1571543173-32117","https://www.usatoday.com/search/?q=john%20mccain","","","Cindy McCain's first year without John McCain: 'Trying to put our family back together'","https://www.usatoday.com/story/news/politics/2019/08/21/cindy-mccain-first-year-since-husband-sen-john-mccain-died/2070067001/","Cindy McCain's first year without John McCain: 'Trying to put our family back together'","Cindy McCain, joined by White House Chief of Staff John Kelly and Secretary of Defense General James Mattis, lay a wreath at the Vietnam Veterans Memorial.
    USA TODAY","","Published 8:12 a.m. ET Aug. 21, 2019 | Updated 9:03 a.m. ET Aug. 21, 2019","“I’m no different from anybody else who lives here: I’m worried about our country right now,” she said. “How many shootings have we had, just in a two-week period? … I’m concerned about that as a parent, as a grandmother, as a citizen."
"1571543147-31929","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain to release audiobook next year discussing dad John McCain, politics","https://www.usatoday.com/story/entertainment/books/2019/08/02/meghan-mccain-to-discuss-dad-john-mccain-politics-new-audiobook/1900771001/","Meghan McCain to release audiobook next year discussing dad John McCain, politics","""The View"" co-host, 34, revealed in an op-ed for the New York Times Friday that she lost a pregnancy weeks ago.
    USA TODAY","","Published 12:38 p.m. ET Aug. 2, 2019","Audible.com announced Friday that McCain would offer a ""blueprint"" for conservative politics while also drawing on what she learned from her father, the war hero, Arizona Republican and 2008 presidential candidate."
"1571543144-31921","https://www.usatoday.com/search/?q=john%20mccain","","","This video ‘could inspire violence’","https://www.usatoday.com/story/news/2019/10/14/trump-video-fortnite-fort-worth-shooting-panera-mondays-news/3972033002/","This video ‘could inspire violence’","null","","Published 5:52 p.m. ET Oct. 14, 2019 | Updated 7:46 p.m. ET Oct. 14, 2019","But first, why do pirates wear eye patches? It’s completely reasonable to assume they wore patches to cover up lost or wounded eyes, but the actual reason is a lot darker. Yarr welcome."
"1571543138-31892","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","https://www.usatoday.com/story/entertainment/celebrities/2019/08/05/meghan-mccain-rips-mindy-project-producer-cruel-tweet-mindy-kaling/1919949001/","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","""The View"" co-host Meghan McCain thinks Gwyneth Paltrow's part-time living setup with her husband Brad Falchuk is ""rich people stuff.""
    USA TODAY","","Published 9:33 a.m. ET Aug. 5, 2019 | Updated 10:37 a.m. ET Aug. 5, 2019","""Do you hold Ben accountable for everything I say on @TheView?"" asked McCain in her previous tweet. ""I know this is a hard concept for some but we are not the same person, believe different things and love and respect each other’s differences."""
"1571543187-32187","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain defends Chrissy Teigen after President Trump targets Teigen, John Legend","https://www.usatoday.com/story/entertainment/celebrities/2019/09/09/donald-trump-launches-twitter-spar-john-legend-chrissy-teigen/2261710001/","Meghan McCain defends Chrissy Teigen after President Trump targets Teigen, John Legend","Meghan McCain tweeted in defense of Chrissy Teigen after President Trump called her a ""filthy mouthed wife"" on Twitter.
    USA TODAY","","Published 6:52 a.m. ET Sept. 9, 2019 | Updated 7:02 a.m. ET Sept. 10, 2019","""Ah yes, Melania is otherwise occupied. My apologies, @realDonaldTrump,"" Legend wrote."
"1571543204-32249","https://www.usatoday.com/search/?q=john%20mccain","","","John McCain would convict Donald Trump in an impeachment trial. He said as much in 1999.","https://www.usatoday.com/story/opinion/2019/10/10/john-mccain-would-vote-impeach-donald-trump-trial-column/3931855002/","John McCain would convict Donald Trump in an impeachment trial. He said as much in 1999.","Impeaching a U.S. president might not be the be-all-end-all for their career. We explain why this is the case.
    Just the FAQs, USA TODAY","","Published 1:50 p.m. ET Oct. 10, 2019 | Updated 3:34 p.m. ET Oct. 10, 2019","He says early in his statement, “Indeed, I take no satisfaction at all from this vote, with one exception – and an important exception it is – that by voting to convict I have been spared reproach by my conscience for shirking my duty.”"
"1571543138-31889","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","https://www.usatoday.com/story/entertainment/celebrities/2019/08/05/meghan-mccain-rips-mindy-project-producer-cruel-tweet-mindy-kaling/1919949001/","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","""The View"" co-host Meghan McCain thinks Gwyneth Paltrow's part-time living setup with her husband Brad Falchuk is ""rich people stuff.""
    USA TODAY","","Published 9:33 a.m. ET Aug. 5, 2019 | Updated 10:37 a.m. ET Aug. 5, 2019","Another guessed: ""@mindykaling is somewhere like why the hell did you have to drag me into this?!?!"""
"1571543138-31888","https://www.usatoday.com/search/?q=john%20mccain","","","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","https://www.usatoday.com/story/entertainment/celebrities/2019/08/05/meghan-mccain-rips-mindy-project-producer-cruel-tweet-mindy-kaling/1919949001/","Meghan McCain rips 'Mindy Project' producer for 'cruel' tweet, brings Mindy Kaling into it","""The View"" co-host Meghan McCain thinks Gwyneth Paltrow's part-time living setup with her husband Brad Falchuk is ""rich people stuff.""
    USA TODAY","","Published 9:33 a.m. ET Aug. 5, 2019 | Updated 10:37 a.m. ET Aug. 5, 2019","""This is the 'I’m speaking to your manager' of tweets,"" another posted."
